Miejscowosc;Termin;Cena;LiczbaOsob
Rotterdam;2021-03-11;362;14
Rotterdam;2022-01-30;362;9
Rotterdam;2025-06-18;362;21
Rotterdam;2025-12-29;362;25
Rotterdam;2025-10-27;362;24
Rotterdam;2024-07-16;362;14
Rotterdam;2022-05-31;362;12
Cairo;2020-05-04;72;14
Cairo;2024-07-19;72;12
Cairo;2025-11-06;72;37
Cairo;2020-02-03;72;31
Cairo;2024-11-14;72;25
Cairo;2022-10-16;72;23
Cairo;2023-03-08;72;25
Thessaloniki;2021-02-11;174;17
Thessaloniki;2024-01-01;174;7
Thessaloniki;2024-06-15;174;22
Thessaloniki;2021-10-28;174;33
Thessaloniki;2024-05-10;174;20
Thessaloniki;2024-03-09;174;24
Thessaloniki;2025-12-14;174;6
Thessaloniki;2021-10-01;174;42
Thessaloniki;2022-07-02;174;3
Thessaloniki;2025-09-24;174;28
Thessaloniki;2025-03-04;174;13
Thessaloniki;2020-02-14;174;34
Hurghada;2022-01-13;61;14
Hurghada;2024-04-17;61;6
Hurghada;2021-06-27;61;28
Hurghada;2020-05-22;61;7
Hurghada;2024-11-26;61;21
Hurghada;2025-09-11;61;34
Hurghada;2021-04-02;61;30
Hurghada;2025-06-02;61;27
Hurghada;2022-06-14;61;24
Hurghada;2020-07-28;61;6
Hurghada;2025-05-10;61;21
Hurghada;2020-12-30;61;39
Hurghada;2023-03-18;61;18
Hurghada;2020-02-06;61;30
Hurghada;2020-06-07;61;31
Milan;2022-04-20;162;6
Milan;2021-03-06;162;18
Milan;2025-08-08;162;33
Milan;2023-10-15;162;32
Milan;2022-11-09;162;13
Aarhus;2023-04-24;55;12
Aarhus;2022-05-30;55;14
Aarhus;2022-03-05;55;17
Aarhus;2023-11-11;55;30
Aarhus;2023-05-08;55;19
Aarhus;2020-02-22;55;32
Aarhus;2024-01-09;55;44
Aarhus;2025-09-28;55;13
Tunis;2025-10-26;125;10
Tunis;2020-09-06;125;29
Tunis;2022-10-06;125;8
Tunis;2021-04-04;125;32
Tunis;2024-12-26;125;5
Tunis;2024-10-19;125;6
Tunis;2021-12-04;125;21
Tunis;2020-02-18;125;19
Tunis;2023-09-08;125;32
Casablanca;2025-09-19;125;29
Casablanca;2021-02-13;125;34
Casablanca;2024-11-03;125;33
Casablanca;2020-09-13;125;9
Casablanca;2020-12-19;125;29
Casablanca;2024-10-03;125;20
Casablanca;2025-12-22;125;20
Casablanca;2025-12-19;125;34
Casablanca;2020-11-18;125;11
Casablanca;2025-02-02;125;33
Casablanca;2022-06-04;125;8
Casablanca;2020-08-25;125;9
Casablanca;2024-06-12;125;24
London;2023-05-07;270;19
London;2025-03-03;270;34
Toronto;2020-04-05;376;21
Toronto;2023-09-01;376;36
Toronto;2022-05-27;376;14
Toronto;2025-01-20;376;10
Toronto;2021-08-01;376;39
Toronto;2023-11-04;376;17
Toronto;2023-06-14;376;10
Toronto;2020-10-26;376;32
Toronto;2023-08-29;376;15
Toronto;2024-07-13;376;4
Toronto;2022-10-15;376;9
Toronto;2024-01-20;376;38
Toronto;2024-06-28;376;13
Toronto;2022-12-03;376;30
Toronto;2023-06-30;376;17
Akureyri;2023-09-01;180;23
Akureyri;2023-07-24;180;31
Akureyri;2023-05-23;180;20
Manchester;2023-07-06;107;17
Manchester;2023-01-20;107;29
Manchester;2024-01-09;107;6
Manchester;2024-08-26;107;2
Manchester;2022-02-05;107;42
Manchester;2023-08-06;107;8
Manchester;2023-12-14;107;40
Manchester;2025-06-21;107;15
Salzburg;2023-05-16;269;10
Salzburg;2022-06-09;269;28
Salzburg;2022-06-30;269;22
Salzburg;2025-07-21;269;35
Salzburg;2022-01-30;269;23
Salzburg;2023-09-10;269;22
Salzburg;2020-02-16;269;22
Salzburg;2022-02-14;269;19
Salzburg;2024-12-02;269;6
Salzburg;2020-09-02;269;24
Miami;2025-02-23;74;33
Miami;2024-02-25;74;10
Miami;2020-03-04;74;17
Miami;2025-05-09;74;19
Miami;2022-05-06;74;20
Miami;2023-01-27;74;20
Miami;2023-09-06;74;19
Miami;2020-06-24;74;40
Miami;2021-12-21;74;16
Miami;2021-09-19;74;9
Osaka;2022-09-19;202;25
Osaka;2022-07-16;202;24
Osaka;2025-10-09;202;35
Osaka;2022-11-25;202;9
Burgas;2023-09-08;156;24
Burgas;2020-08-16;156;39
Burgas;2025-08-29;156;18
Burgas;2024-02-02;156;34
Burgas;2022-05-19;156;30
Burgas;2023-06-19;156;16
Burgas;2022-10-17;156;14
Burgas;2024-07-05;156;6
Burgas;2025-08-05;156;30
Ostrava;2020-10-16;390;15
Ostrava;2023-12-10;390;27
Ostrava;2020-07-01;390;4
Ostrava;2022-05-15;390;7
Ostrava;2020-12-24;390;30
Ostrava;2022-11-01;390;22
Ostrava;2025-10-21;390;27
Ostrava;2023-08-04;390;37
Ostrava;2020-01-23;390;13
Ostrava;2020-03-25;390;8
Ostrava;2025-06-20;390;5
Ostrava;2024-01-24;390;31
Prague;2022-06-08;97;6
Prague;2021-09-28;97;23
Prague;2022-06-02;97;46
Prague;2024-10-08;97;7
Prague;2023-09-17;97;21
Prague;2025-01-09;97;16
Prague;2021-01-23;97;25
Prague;2022-02-11;97;28
Prague;2023-10-31;97;17
Prague;2023-11-05;97;8
Prague;2023-07-13;97;28
Prague;2024-08-22;97;14
Prague;2020-06-13;97;17
Prague;2024-09-02;97;19
Hurghada;2021-09-07;96;30
Hurghada;2023-09-30;96;7
Hurghada;2025-08-31;96;25
Hurghada;2022-09-05;96;14
Hurghada;2025-01-07;96;9
Hurghada;2021-05-01;96;26
Hurghada;2025-08-25;96;5
Hurghada;2020-06-15;96;24
Hurghada;2020-11-30;96;22
Hurghada;2024-07-13;96;40
Barcelona;2021-08-20;229;14
Barcelona;2025-01-10;229;45
Barcelona;2025-04-28;229;13
Barcelona;2023-05-11;229;27
Barcelona;2024-10-16;229;16
Barcelona;2025-06-17;229;43
Barcelona;2021-09-05;229;14
Barcelona;2025-10-15;229;42
Barcelona;2021-08-22;229;12
Barcelona;2024-07-28;229;10
Barcelona;2025-07-31;229;6
Barcelona;2025-06-12;229;26
Sydney;2022-05-06;248;12
Sydney;2025-09-20;248;8
Sydney;2023-05-07;248;28
Reykjavik;2022-04-05;60;18
Reykjavik;2020-05-10;60;5
Reykjavik;2024-12-20;60;10
Reykjavik;2023-06-22;60;20
Reykjavik;2023-12-25;60;8
Reykjavik;2020-05-05;60;27
Reykjavik;2022-01-06;60;12
Reykjavik;2020-03-18;60;24
Reykjavik;2023-05-05;60;43
Reykjavik;2020-04-28;60;38
Reykjavik;2021-12-03;60;12
Rotterdam;2020-10-01;253;20
Rotterdam;2023-02-22;253;21
Rotterdam;2022-02-02;253;30
Rotterdam;2025-04-03;253;5
Rotterdam;2021-04-15;253;12
Milan;2025-07-12;366;44
Milan;2020-12-14;366;22
Milan;2022-04-02;366;31
Milan;2022-06-27;366;19
Milan;2020-08-21;366;9
Milan;2025-01-07;366;10
Gothenburg;2023-08-16;333;43
Gothenburg;2024-04-19;333;8
Gothenburg;2021-07-22;333;32
Gothenburg;2022-04-08;333;21
Gothenburg;2022-08-06;333;14
Gothenburg;2024-05-21;333;38
Gothenburg;2023-07-26;333;9
Gothenburg;2021-05-06;333;25
Gothenburg;2021-07-16;333;32
Gothenburg;2023-08-09;333;40
Gothenburg;2021-07-31;333;24
Vienna;2025-03-24;91;15
Vienna;2023-02-26;91;22
Vienna;2020-02-24;91;19
Lisbon;2024-09-28;362;26
Lisbon;2022-01-06;362;27
Lisbon;2024-12-29;362;18
Lisbon;2022-02-18;362;20
Lisbon;2023-11-22;362;12
Lisbon;2023-07-01;362;18
Lisbon;2025-11-26;362;29
Osaka;2022-04-25;190;21
Osaka;2020-07-16;190;46
Reykjavik;2020-04-10;250;13
Reykjavik;2020-12-27;250;28
Reykjavik;2026-01-01;250;3
Reykjavik;2022-08-30;250;40
Reykjavik;2020-02-28;250;38
Reykjavik;2025-03-14;250;10
Reykjavik;2025-06-22;250;20
Reykjavik;2023-10-11;250;6
Reykjavik;2022-02-21;250;18
Reykjavik;2023-11-28;250;6
Barcelona;2021-01-11;77;36
Barcelona;2023-06-12;77;35
Barcelona;2020-07-29;77;4
Barcelona;2022-08-29;77;35
Barcelona;2023-12-24;77;20
Barcelona;2024-04-20;77;16
Barcelona;2025-02-22;77;7
Barcelona;2021-07-30;77;9
Barcelona;2021-08-14;77;27
Barcelona;2021-02-09;77;19
Barcelona;2020-07-16;77;18
Barcelona;2021-10-20;77;22
Gothenburg;2023-03-09;389;20
Gothenburg;2021-03-21;389;21
Gothenburg;2020-05-18;389;8
Gothenburg;2022-03-25;389;34
Gothenburg;2020-03-02;389;29
Gothenburg;2025-07-17;389;30
Rotterdam;2022-11-21;239;17
Rotterdam;2023-10-25;239;8
Rotterdam;2021-06-03;239;30
Rotterdam;2021-09-03;239;20
Porto;2023-10-30;147;34
Porto;2024-06-17;147;43
Porto;2021-11-26;147;14
Zurich;2023-03-14;154;16
Zurich;2020-07-12;154;31
Zurich;2022-10-13;154;47
Zurich;2023-01-01;154;6
Zurich;2022-05-17;154;17
Zurich;2025-08-14;154;19
Zurich;2022-09-10;154;7
Zurich;2025-09-01;154;23
Zurich;2025-04-29;154;18
Zurich;2025-10-14;154;47
Amsterdam;2025-06-28;280;3
Amsterdam;2021-08-31;280;22
Amsterdam;2023-11-21;280;29
Amsterdam;2020-07-10;280;20
Amsterdam;2023-10-22;280;21
Amsterdam;2020-02-04;280;11
Amsterdam;2025-05-14;280;14
Amsterdam;2023-09-21;280;11
Amsterdam;2020-01-06;280;7
Amsterdam;2024-12-25;280;15
Nice;2024-04-06;194;40
Nice;2024-12-26;194;44
Rome;2022-09-19;377;20
Rome;2024-02-20;377;16
Rome;2021-04-10;377;46
Rome;2023-12-15;377;4
Rome;2020-05-07;377;17
Rome;2023-01-25;377;12
Rome;2024-10-07;377;13
Rome;2023-01-11;377;20
Rome;2023-08-12;377;22
Rome;2025-03-29;377;19
Rome;2024-09-19;377;16
Rome;2021-11-07;377;48
Rome;2022-06-23;377;27
Prague;2022-03-17;352;12
Prague;2024-06-08;352;29
Prague;2024-11-17;352;15
Prague;2024-04-13;352;13
Prague;2024-09-01;352;3
Prague;2025-03-05;352;15
Prague;2024-08-22;352;7
Prague;2025-08-31;352;20
Prague;2023-02-25;352;14
Rotterdam;2024-01-28;248;27
Rotterdam;2024-01-02;248;8
Rotterdam;2022-02-10;248;8
Rotterdam;2024-10-11;248;13
Manchester;2022-10-06;61;14
Manchester;2021-03-05;61;33
Manchester;2020-05-24;61;16
Manchester;2021-11-18;61;23
Manchester;2022-11-10;61;29
Manchester;2025-07-11;61;19
Manchester;2024-05-01;61;13
Manchester;2020-02-02;61;9
Hammamet;2023-11-11;122;13
Hammamet;2024-05-19;122;23
Hammamet;2025-02-04;122;13
Hammamet;2025-01-13;122;12
Hammamet;2022-03-01;122;29
Hammamet;2021-10-05;122;10
Hammamet;2020-04-09;122;46
Hammamet;2022-07-25;122;12
Hammamet;2023-04-17;122;33
Hammamet;2023-09-28;122;24
Hammamet;2020-03-18;122;25
Zurich;2023-10-16;104;31
Zurich;2024-02-27;104;17
Zurich;2022-07-23;104;18
Zurich;2022-04-14;104;26
Zurich;2023-03-30;104;13
Zurich;2025-11-16;104;30
Zurich;2020-11-22;104;8
Zurich;2022-08-21;104;20
Zurich;2020-12-12;104;7
Los Angeles;2022-01-08;128;10
Los Angeles;2020-06-25;128;14
Los Angeles;2022-03-02;128;15
Los Angeles;2024-02-11;128;10
Los Angeles;2025-12-05;128;16
Paris;2024-05-24;182;6
Paris;2022-05-11;182;24
Paris;2022-10-02;182;16
Paris;2025-08-31;182;27
Paris;2024-07-30;182;22
Paris;2023-05-18;182;9
Paris;2025-02-20;182;24
Paris;2022-06-02;182;40
Paris;2021-07-10;182;31
Paris;2024-11-25;182;40
Paris;2024-02-14;182;10
Paris;2022-01-23;182;27
Paris;2021-10-25;182;11
Paris;2020-10-07;182;43
Paris;2021-06-17;387;8
Sydney;2025-12-05;279;20
Sydney;2023-08-17;279;35
Sydney;2023-12-25;279;36
Sydney;2021-03-04;279;18
Sydney;2021-04-21;279;40
Sydney;2021-06-20;279;18
Sydney;2025-12-17;279;12
Sydney;2022-06-16;279;29
Sydney;2023-10-30;279;32
Cairo;2020-02-26;340;28
