IdWycieczki;Kraj;Miasto;Cena;Typ;IdPilota
117;Iceland;Reykjavik;226;city break;5
118;Austria;Salzburg;300;objazdowa;38
119;Austria;Vienna;300;tematyczna;8
120;Netherlands;Rotterdam;378;objazdowa;44
121;Canada;Montreal;74;city break;7
122;Egypt;Hurghada;193;wypoczynkowa;24
123;Sweden;Stockholm;82;wypoczynkowa;27
124;Spain;Barcelona;170;city break;13
125;Czech Republic;Prague;385;wypoczynkowa;17
126;Canada;Montreal;54;wypoczynkowa;45
127;Czech Republic;Prague;372;objazdowa;17
128;Australia;Melbourne;144;tematyczna;13
129;Switzerland;Geneva;135;wypoczynkowa;34
130;France;Lyon;257;wypoczynkowa;48
131;Portugal;Lisbon;75;tematyczna;21
132;Italy;Venice;355;city break;42
133;Netherlands;Rotterdam;296;city break;41
134;France;Nice;344;city break;2
135;Greece;Thessaloniki;99;city break;6
136;India;Delhi;315;wypoczynkowa;28
137;Germany;Hamburg;128;tematyczna;37
138;Ireland;Cork;336;wypoczynkowa;20
139;India;Mumbai;295;wypoczynkowa;41
140;United Kingdom;Edinburgh;122;wypoczynkowa;32
141;Belgium;Brussels;231;wypoczynkowa;44
142;United Kingdom;London;302;objazdowa;31
143;Croatia;Split;370;tematyczna;9
144;Morocco;Casablanca;354;wypoczynkowa;38
145;France;Lyon;43;wypoczynkowa;38
146;Spain;Barcelona;271;tematyczna;2
147;Greece;Thessaloniki;188;city break;26
148;Sweden;Gothenburg;386;city break;43
149;Spain;Valencia;287;city break;14
150;Portugal;Porto;286;tematyczna;33
151;Iceland;Reykjavik;202;tematyczna;16
152;Italy;Rome;256;tematyczna;43
153;Austria;Vienna;60;wypoczynkowa;33
154;Belgium;Antwerp;170;objazdowa;23
155;Japan;Osaka;354;city break;31
156;Turkey;Antalya;399;tematyczna;47
157;Denmark;Copenhagen;123;wypoczynkowa;18
158;Ireland;Dublin;215;objazdowa;8
159;Belgium;Antwerp;359;objazdowa;34
160;France;Paris;393;wypoczynkowa;17
161;India;Delhi;361;city break;44
162;Germany;Munich;128;city break;50
163;Egypt;Cairo;269;city break;44
164;Italy;Rome;201;wypoczynkowa;21
165;Tunisia;Hammamet;337;objazdowa;31
166;Portugal;Porto;236;objazdowa;4
167;Italy;Venice;44;wypoczynkowa;40
168;Denmark;Copenhagen;226;city break;16
169;Germany;Hamburg;69;wypoczynkowa;49
170;Canada;Montreal;277;wypoczynkowa;16
171;Portugal;Porto;237;city break;29
172;Canada;Montreal;59;city break;22
173;Switzerland;Zurich;253;wypoczynkowa;41
174;Denmark;Aarhus;73;objazdowa;17
175;Canada;Toronto;135;tematyczna;44
176;Spain;Madrid;91;wypoczynkowa;11
177;France;Paris;217;objazdowa;2
178;Morocco;Marrakesh;357;objazdowa;35
179;Morocco;Marrakesh;299;city break;30
180;Spain;Valencia;320;city break;1
181;Austria;Vienna;180;tematyczna;31
182;Germany;Munich;200;wypoczynkowa;26
183;Morocco;Marrakesh;222;tematyczna;13
184;Poland;Krakow;321;city break;47
185;Italy;Milan;160;objazdowa;49
186;Japan;Tokyo;145;tematyczna;35
187;Japan;Tokyo;122;tematyczna;25
188;India;Mumbai;364;wypoczynkowa;5
189;China;Beijing;127;objazdowa;20
190;Italy;Milan;370;city break;43
191;Egypt;Hurghada;208;wypoczynkowa;17
192;Iceland;Reykjavik;282;objazdowa;20
193;Australia;Melbourne;65;tematyczna;33
194;France;Lyon;203;city break;2
195;China;Beijing;360;city break;3
196;USA;Miami;343;objazdowa;4
197;Egypt;Cairo;306;wypoczynkowa;39
198;Spain;Valencia;155;wypoczynkowa;4
199;USA;New York;187;objazdowa;33
200;China;Beijing;203;wypoczynkowa;47
201;Greece;Athens;236;wypoczynkowa;46
202;Ireland;Cork;273;wypoczynkowa;43
203;Czech Republic;Ostrava;215;city break;39
204;Spain;Barcelona;145;wypoczynkowa;4
205;Germany;Munich;200;objazdowa;21
206;Germany;Hamburg;73;wypoczynkowa;28
207;Tunisia;Hammamet;296;city break;45
208;Switzerland;Zurich;302;tematyczna;31
209;Egypt;Cairo;379;objazdowa;3
210;Switzerland;Geneva;150;objazdowa;25
211;Sweden;Stockholm;50;tematyczna;17
212;Switzerland;Geneva;187;wypoczynkowa;33
213;Australia;Melbourne;198;objazdowa;20
214;Denmark;Copenhagen;137;city break;46
215;Denmark;Aarhus;111;objazdowa;50
216;Morocco;Casablanca;259;wypoczynkowa;28
217;Switzerland;Zurich;328;tematyczna;7
218;Germany;Berlin;395;objazdowa;30
219;Croatia;Split;235;city break;35
220;Austria;Salzburg;241;wypoczynkowa;42
221;Netherlands;Rotterdam;341;tematyczna;2
222;India;Mumbai;174;wypoczynkowa;50
223;India;Mumbai;182;wypoczynkowa;38
224;Bulgaria;Burgas;122;city break;8
225;Egypt;Hurghada;54;city break;30
226;Morocco;Marrakesh;238;city break;25
227;Austria;Vienna;51;wypoczynkowa;4
228;France;Nice;257;city break;37
229;Greece;Athens;395;objazdowa;7
230;Italy;Rome;377;city break;18
231;India;Mumbai;280;city break;45
232;Belgium;Brussels;226;tematyczna;39
233;Spain;Valencia;343;objazdowa;11
234;Germany;Berlin;371;objazdowa;15
235;Croatia;Dubrovnik;69;tematyczna;38
236;Iceland;Reykjavik;381;tematyczna;38
237;China;Beijing;201;objazdowa;23
238;Croatia;Split;170;city break;47
239;Turkey;Antalya;314;city break;39
240;Japan;Osaka;293;wypoczynkowa;5
241;Poland;Warsaw;375;tematyczna;49
242;France;Lyon;354;objazdowa;9
243;Morocco;Marrakesh;278;tematyczna;34
244;Czech Republic;Ostrava;391;wypoczynkowa;41
245;Czech Republic;Ostrava;322;wypoczynkowa;39
246;Morocco;Casablanca;354;city break;40
247;Denmark;Copenhagen;116;tematyczna;39
248;Netherlands;Amsterdam;212;wypoczynkowa;31
249;China;Shanghai;219;wypoczynkowa;50
250;USA;Miami;115;wypoczynkowa;43
251;China;Shanghai;123;wypoczynkowa;30
252;Croatia;Split;46;wypoczynkowa;37
253;Tunisia;Hammamet;93;objazdowa;21
254;Germany;Hamburg;324;tematyczna;8
255;Germany;Hamburg;244;wypoczynkowa;28
256;Ireland;Cork;278;wypoczynkowa;32
257;Tunisia;Tunis;282;tematyczna;48
258;Norway;Oslo;326;objazdowa;20
259;Turkey;Istanbul;219;tematyczna;13
260;Czech Republic;Ostrava;374;tematyczna;10
261;Canada;Montreal;341;tematyczna;12
262;Spain;Barcelona;360;city break;50
263;India;Delhi;62;objazdowa;24
264;Morocco;Marrakesh;174;objazdowa;32
265;Norway;Bergen;63;tematyczna;11
266;India;Mumbai;82;city break;43
267;Czech Republic;Ostrava;147;objazdowa;12
268;Italy;Rome;289;objazdowa;4
269;Portugal;Lisbon;244;objazdowa;4
270;Poland;Gdansk;114;objazdowa;23
271;Turkey;Antalya;279;tematyczna;37
272;Canada;Montreal;400;city break;49
273;United Kingdom;London;398;tematyczna;24
274;France;Lyon;56;wypoczynkowa;14
275;Norway;Bergen;152;city break;27
276;Morocco;Marrakesh;119;city break;31
277;Ireland;Cork;351;tematyczna;7
278;Greece;Thessaloniki;311;objazdowa;42
279;Canada;Montreal;201;city break;25
280;Egypt;Cairo;342;wypoczynkowa;34
281;Turkey;Antalya;400;wypoczynkowa;26
282;Poland;Gdansk;148;city break;8
283;Norway;Bergen;85;tematyczna;34
284;France;Paris;395;wypoczynkowa;9
285;Canada;Toronto;98;objazdowa;7
286;Spain;Barcelona;195;wypoczynkowa;9
287;Australia;Sydney;62;objazdowa;4
288;France;Paris;389;tematyczna;17
289;Germany;Hamburg;258;tematyczna;47
290;Germany;Munich;226;objazdowa;1
291;Egypt;Cairo;315;wypoczynkowa;8
292;India;Mumbai;235;objazdowa;37
293;Germany;Hamburg;233;wypoczynkowa;15
294;Bulgaria;Burgas;180;wypoczynkowa;1
295;Egypt;Cairo;349;city break;36
296;Italy;Venice;212;objazdowa;35
297;Portugal;Lisbon;332;objazdowa;49
298;Italy;Venice;283;city break;23
299;Croatia;Dubrovnik;200;objazdowa;15
300;India;Mumbai;252;city break;12
301;Netherlands;Amsterdam;212;objazdowa;24
302;Austria;Salzburg;225;wypoczynkowa;31
303;Poland;Krakow;255;objazdowa;23
304;Canada;Montreal;312;wypoczynkowa;24
305;India;Delhi;125;city break;50
306;Germany;Munich;140;wypoczynkowa;27
307;Turkey;Antalya;238;objazdowa;25
308;Netherlands;Amsterdam;224;wypoczynkowa;46
309;Greece;Athens;192;objazdowa;20
310;United Kingdom;Manchester;96;tematyczna;27
311;Austria;Salzburg;257;objazdowa;40
312;Poland;Gdansk;248;tematyczna;13
313;Bulgaria;Burgas;386;objazdowa;32
314;Greece;Thessaloniki;153;city break;6
315;Ireland;Cork;131;objazdowa;33
316;Australia;Sydney;271;wypoczynkowa;17
317;Japan;Osaka;219;tematyczna;7
318;Germany;Berlin;257;wypoczynkowa;10
319;Bulgaria;Burgas;251;city break;33
320;Austria;Salzburg;379;objazdowa;20
321;Austria;Vienna;103;city break;34
322;France;Paris;122;city break;6
323;Greece;Athens;79;city break;32
324;Belgium;Antwerp;264;city break;45
325;Poland;Gdansk;230;city break;5
326;Australia;Melbourne;238;wypoczynkowa;26
327;Italy;Venice;150;wypoczynkowa;50
328;Croatia;Split;371;objazdowa;3
329;France;Paris;183;city break;22
330;Portugal;Porto;322;city break;19
331;Poland;Warsaw;195;tematyczna;26
332;Bulgaria;Burgas;269;tematyczna;33
333;Italy;Rome;300;objazdowa;18
334;Greece;Thessaloniki;277;tematyczna;37
335;Morocco;Casablanca;58;objazdowa;35
336;Switzerland;Zurich;397;objazdowa;45
337;USA;Miami;295;objazdowa;19
338;Tunisia;Hammamet;287;wypoczynkowa;36
339;Norway;Bergen;266;tematyczna;12
340;Ireland;Cork;153;tematyczna;28
341;Japan;Tokyo;122;wypoczynkowa;28
342;Switzerland;Geneva;198;tematyczna;15
343;Australia;Melbourne;286;wypoczynkowa;4
344;USA;Miami;60;tematyczna;14
345;Morocco;Marrakesh;78;objazdowa;43
346;USA;Miami;170;tematyczna;8
347;Spain;Barcelona;96;wypoczynkowa;15
348;Spain;Madrid;200;tematyczna;37
349;Poland;Warsaw;138;city break;29
350;Egypt;Cairo;185;wypoczynkowa;36
351;Japan;Osaka;169;city break;33
352;Belgium;Antwerp;48;city break;37
353;France;Nice;261;objazdowa;39
354;Belgium;Antwerp;264;tematyczna;48
355;Japan;Osaka;244;wypoczynkowa;27
356;Denmark;Aarhus;197;wypoczynkowa;17
357;Italy;Venice;310;wypoczynkowa;44
358;Switzerland;Zurich;340;tematyczna;48
359;India;Delhi;186;city break;41
360;Canada;Toronto;244;city break;50
361;China;Shanghai;205;tematyczna;28
362;Norway;Bergen;331;city break;4
363;United Kingdom;Edinburgh;122;wypoczynkowa;13
364;Morocco;Casablanca;50;wypoczynkowa;38
365;Poland;Krakow;180;city break;41
366;Iceland;Reykjavik;68;wypoczynkowa;17
367;Bulgaria;Sofia;179;objazdowa;3
368;Netherlands;Rotterdam;398;tematyczna;29
369;Iceland;Akureyri;377;objazdowa;29
370;Japan;Tokyo;233;city break;35
371;Tunisia;Tunis;233;wypoczynkowa;45
372;Australia;Melbourne;305;city break;28
373;Iceland;Reykjavik;211;city break;48
374;Denmark;Copenhagen;241;city break;24
375;China;Shanghai;135;wypoczynkowa;36
376;Croatia;Dubrovnik;332;wypoczynkowa;1
377;Turkey;Antalya;377;tematyczna;16
378;China;Beijing;231;wypoczynkowa;34
379;Germany;Munich;258;city break;2
380;Morocco;Casablanca;189;tematyczna;10
381;Ireland;Cork;265;tematyczna;20
382;Canada;Montreal;54;objazdowa;9
383;Italy;Milan;157;tematyczna;47
384;France;Lyon;284;tematyczna;10
385;Turkey;Antalya;236;tematyczna;41
386;Croatia;Split;251;wypoczynkowa;1
387;Austria;Salzburg;391;objazdowa;19
388;Egypt;Hurghada;188;objazdowa;32
389;India;Mumbai;65;tematyczna;6
390;China;Shanghai;196;city break;44
391;Croatia;Split;95;city break;14
392;Belgium;Brussels;117;objazdowa;33
393;Switzerland;Zurich;287;tematyczna;15
394;Croatia;Split;304;city break;20
395;Ireland;Dublin;340;tematyczna;35
396;Iceland;Akureyri;83;objazdowa;30
397;Morocco;Marrakesh;170;objazdowa;3
398;Ireland;Dublin;261;objazdowa;49
399;Denmark;Copenhagen;146;tematyczna;46
400;Bulgaria;Sofia;110;objazdowa;20
401;Switzerland;Geneva;116;tematyczna;41
402;Netherlands;Amsterdam;262;city break;26
403;Turkey;Istanbul;322;tematyczna;49
404;Morocco;Casablanca;397;tematyczna;3
405;India;Delhi;268;wypoczynkowa;40
406;Sweden;Gothenburg;123;objazdowa;18
407;Spain;Barcelona;310;tematyczna;22
408;Egypt;Cairo;79;objazdowa;7
409;Belgium;Brussels;190;tematyczna;34
410;Spain;Valencia;113;wypoczynkowa;7
411;Japan;Tokyo;246;objazdowa;15
412;Morocco;Casablanca;50;wypoczynkowa;1
413;Netherlands;Rotterdam;192;tematyczna;23
414;Switzerland;Geneva;241;city break;7
415;Greece;Thessaloniki;186;wypoczynkowa;14
416;Italy;Milan;358;objazdowa;37
417;United Kingdom;Manchester;374;wypoczynkowa;47
418;Croatia;Dubrovnik;290;tematyczna;39
419;Egypt;Cairo;293;city break;21
420;India;Mumbai;220;tematyczna;11
421;Denmark;Aarhus;183;wypoczynkowa;37
422;Austria;Salzburg;399;city break;10
423;Portugal;Lisbon;63;tematyczna;33
424;Norway;Oslo;168;city break;22
425;India;Mumbai;175;city break;24
426;India;Delhi;400;city break;43
427;Canada;Toronto;50;tematyczna;42
428;Morocco;Casablanca;169;city break;12
429;Bulgaria;Burgas;80;objazdowa;30
430;Germany;Hamburg;161;city break;40
431;France;Nice;368;tematyczna;48
432;India;Mumbai;200;city break;8
433;Denmark;Copenhagen;183;objazdowa;43
434;China;Shanghai;365;wypoczynkowa;50
435;Germany;Berlin;382;wypoczynkowa;16
436;Morocco;Casablanca;123;city break;4
437;Australia;Melbourne;60;tematyczna;16
438;Netherlands;Rotterdam;339;wypoczynkowa;1
439;Tunisia;Hammamet;129;city break;6
440;Italy;Milan;237;wypoczynkowa;2
441;Egypt;Hurghada;370;wypoczynkowa;24
442;France;Nice;63;tematyczna;12
443;Japan;Tokyo;364;wypoczynkowa;46
444;Tunisia;Hammamet;301;tematyczna;50
445;Norway;Bergen;383;tematyczna;10
446;Austria;Vienna;205;city break;38
447;Poland;Warsaw;120;objazdowa;35
448;Germany;Berlin;135;city break;41
449;Austria;Vienna;272;tematyczna;43
450;Germany;Munich;388;tematyczna;35
451;Canada;Toronto;172;wypoczynkowa;7
452;France;Lyon;211;wypoczynkowa;28
453;Croatia;Split;354;city break;11
454;Belgium;Brussels;396;city break;39
455;Australia;Sydney;180;city break;3
456;Czech Republic;Prague;125;objazdowa;44
457;Denmark;Copenhagen;148;objazdowa;27
458;Belgium;Antwerp;50;wypoczynkowa;32
459;China;Beijing;199;wypoczynkowa;47
460;Turkey;Antalya;175;city break;8
461;India;Delhi;175;wypoczynkowa;31
462;France;Nice;131;wypoczynkowa;28
463;Belgium;Brussels;153;objazdowa;11
464;Spain;Valencia;180;objazdowa;42
465;France;Lyon;236;city break;23
466;Tunisia;Hammamet;170;wypoczynkowa;2
467;Croatia;Split;370;wypoczynkowa;43
468;Canada;Montreal;73;tematyczna;43
469;Egypt;Hurghada;380;objazdowa;50
470;Bulgaria;Sofia;89;tematyczna;44
471;USA;New York;362;tematyczna;15
472;Belgium;Brussels;299;wypoczynkowa;25
473;Czech Republic;Prague;108;tematyczna;10
474;Netherlands;Amsterdam;89;wypoczynkowa;37
475;Bulgaria;Sofia;90;wypoczynkowa;26
476;Canada;Montreal;170;objazdowa;23
477;India;Delhi;286;wypoczynkowa;21
478;Portugal;Porto;274;wypoczynkowa;24
479;Turkey;Antalya;289;objazdowa;40
480;Turkey;Istanbul;96;objazdowa;21
481;Switzerland;Zurich;70;tematyczna;42
482;Norway;Bergen;175;tematyczna;50
483;Austria;Vienna;155;city break;17
484;Croatia;Split;223;city break;46
485;Australia;Melbourne;211;objazdowa;29
486;Sweden;Stockholm;67;tematyczna;44
487;Poland;Krakow;346;wypoczynkowa;42
488;Morocco;Casablanca;191;tematyczna;42
489;China;Shanghai;215;tematyczna;1
490;Norway;Oslo;342;objazdowa;35
491;Turkey;Istanbul;70;wypoczynkowa;40
492;Portugal;Lisbon;108;tematyczna;33
493;Bulgaria;Sofia;396;city break;43
494;Turkey;Antalya;285;wypoczynkowa;10
495;Egypt;Cairo;197;city break;5
496;Croatia;Split;312;wypoczynkowa;41
497;China;Beijing;349;city break;22
498;Egypt;Cairo;75;city break;29
499;Switzerland;Zurich;284;objazdowa;36
500;Italy;Venice;132;tematyczna;26
501;Poland;Gdansk;244;wypoczynkowa;22
502;Japan;Tokyo;197;city break;12
503;Portugal;Porto;61;wypoczynkowa;2
504;Canada;Montreal;274;objazdowa;35
505;Croatia;Dubrovnik;300;wypoczynkowa;26
506;India;Mumbai;257;city break;43
507;Norway;Bergen;86;objazdowa;1
508;Poland;Warsaw;303;city break;36
509;Turkey;Istanbul;382;objazdowa;14
510;Czech Republic;Ostrava;176;objazdowa;47
511;Denmark;Copenhagen;322;tematyczna;29
512;Germany;Berlin;48;objazdowa;30
513;Germany;Munich;277;objazdowa;32
514;Croatia;Dubrovnik;341;city break;32
515;Bulgaria;Burgas;244;wypoczynkowa;30
516;Bulgaria;Burgas;303;objazdowa;34
517;Tunisia;Hammamet;255;wypoczynkowa;26
518;United Kingdom;Edinburgh;202;city break;1
519;Australia;Sydney;284;objazdowa;5
520;Portugal;Porto;228;city break;14
521;Canada;Montreal;234;wypoczynkowa;10
522;India;Mumbai;280;objazdowa;47
523;India;Delhi;263;city break;7
524;Italy;Venice;121;city break;5
525;Netherlands;Rotterdam;239;city break;34
526;USA;New York;68;city break;19
527;Austria;Salzburg;156;tematyczna;31
528;Poland;Krakow;285;city break;11
529;Ireland;Dublin;283;city break;12
530;Egypt;Cairo;197;wypoczynkowa;13
531;Sweden;Gothenburg;224;city break;26
532;Bulgaria;Burgas;79;tematyczna;7
533;Croatia;Dubrovnik;151;city break;35
534;Iceland;Akureyri;367;city break;2
535;Denmark;Aarhus;385;city break;10
536;France;Paris;308;tematyczna;18
537;Ireland;Cork;382;city break;7
538;Croatia;Split;203;tematyczna;24
539;Spain;Barcelona;144;objazdowa;34
540;Italy;Rome;358;tematyczna;38
541;Turkey;Antalya;100;tematyczna;25
542;Belgium;Brussels;206;city break;23
543;Spain;Valencia;222;city break;49
544;Bulgaria;Burgas;373;city break;16
545;Morocco;Casablanca;159;city break;5
546;Poland;Warsaw;354;city break;5
547;Belgium;Antwerp;331;objazdowa;13
548;Denmark;Copenhagen;92;city break;34
549;Morocco;Casablanca;49;city break;36
550;USA;New York;50;city break;50
551;Morocco;Casablanca;42;wypoczynkowa;22
552;Portugal;Porto;391;wypoczynkowa;6
553;Switzerland;Zurich;193;tematyczna;9
554;Japan;Tokyo;203;city break;23
555;Denmark;Copenhagen;184;objazdowa;9
556;Austria;Salzburg;71;city break;37
557;Japan;Osaka;290;city break;16
558;India;Delhi;221;wypoczynkowa;48
559;Austria;Salzburg;320;city break;33
560;Austria;Salzburg;114;objazdowa;25
561;Austria;Vienna;296;wypoczynkowa;19
562;Belgium;Antwerp;325;objazdowa;20
563;Germany;Berlin;162;wypoczynkowa;20
564;Belgium;Brussels;234;wypoczynkowa;14
565;France;Nice;55;city break;24
566;Turkey;Antalya;398;tematyczna;25
567;Portugal;Porto;241;objazdowa;47
568;Italy;Venice;398;tematyczna;49
569;Greece;Athens;133;tematyczna;2
570;Spain;Barcelona;372;wypoczynkowa;39
571;Turkey;Istanbul;169;objazdowa;45
572;Switzerland;Zurich;289;city break;41
573;China;Beijing;181;tematyczna;46
574;United Kingdom;Edinburgh;160;city break;8
575;Ireland;Dublin;129;city break;9
576;Tunisia;Tunis;61;city break;25
577;Austria;Salzburg;81;wypoczynkowa;40
578;United Kingdom;London;251;objazdowa;19
579;Turkey;Istanbul;259;city break;17
580;Japan;Tokyo;387;tematyczna;46
581;India;Delhi;381;tematyczna;11
582;Japan;Tokyo;59;tematyczna;28
583;United Kingdom;Edinburgh;70;wypoczynkowa;34
584;Morocco;Marrakesh;211;tematyczna;29
585;Sweden;Gothenburg;122;tematyczna;6
586;Japan;Tokyo;197;city break;3
587;Norway;Oslo;86;objazdowa;25
588;Denmark;Copenhagen;238;objazdowa;16
589;Italy;Venice;282;wypoczynkowa;1
590;Tunisia;Hammamet;366;tematyczna;41
591;Greece;Thessaloniki;310;wypoczynkowa;31
592;Denmark;Aarhus;342;wypoczynkowa;25
593;Ireland;Cork;371;tematyczna;9
594;Ireland;Cork;46;tematyczna;15
595;Iceland;Reykjavik;371;wypoczynkowa;46
596;Poland;Warsaw;156;wypoczynkowa;43
597;China;Shanghai;88;city break;41
598;Japan;Osaka;339;city break;41
599;Egypt;Hurghada;72;objazdowa;18
600;Austria;Vienna;393;wypoczynkowa;43
601;Denmark;Copenhagen;226;tematyczna;20
602;Tunisia;Hammamet;352;tematyczna;37
603;Canada;Toronto;52;city break;7
604;United Kingdom;Edinburgh;342;objazdowa;26
605;Czech Republic;Ostrava;224;wypoczynkowa;24
606;Spain;Madrid;317;tematyczna;27
607;Tunisia;Tunis;112;city break;13
608;Canada;Toronto;290;wypoczynkowa;18
609;United Kingdom;Manchester;331;tematyczna;45
610;Portugal;Porto;143;wypoczynkowa;5
611;Poland;Krakow;98;tematyczna;17
612;Croatia;Dubrovnik;366;city break;6
613;Canada;Montreal;81;city break;9
614;Belgium;Brussels;136;objazdowa;49
615;Greece;Thessaloniki;238;objazdowa;2
616;Australia;Melbourne;361;city break;31
617;Australia;Sydney;228;wypoczynkowa;28
618;China;Beijing;314;city break;13
619;Portugal;Lisbon;257;tematyczna;38
620;Spain;Madrid;108;objazdowa;19
621;India;Delhi;295;wypoczynkowa;20
622;Greece;Thessaloniki;114;tematyczna;48
623;Norway;Bergen;315;tematyczna;45
624;Belgium;Antwerp;247;objazdowa;31
625;India;Mumbai;304;objazdowa;36
626;Turkey;Istanbul;40;tematyczna;1
627;Iceland;Reykjavik;306;city break;30
628;Germany;Berlin;389;wypoczynkowa;6
629;Greece;Athens;40;city break;46
630;Denmark;Copenhagen;347;objazdowa;13
631;France;Nice;399;objazdowa;36
632;Belgium;Brussels;379;city break;12
633;Denmark;Aarhus;109;tematyczna;39
634;Croatia;Split;129;city break;35
635;USA;New York;361;wypoczynkowa;29
636;Croatia;Split;214;wypoczynkowa;3
637;Sweden;Gothenburg;256;wypoczynkowa;27
638;USA;Miami;267;city break;21
639;Switzerland;Geneva;310;city break;14
640;Turkey;Istanbul;293;tematyczna;23
