IdTerminu;DataWyjazdu;DlugoscPobytu;IloscMiejsc;IdWycieczki
139;2026-03-10;10;30;47
140;2026-02-27;5;29;47
141;2026-07-25;21;6;47
142;2025-12-10;10;21;48
143;2026-09-23;21;18;48
144;2026-04-10;5;34;48
145;2025-12-16;18;27;49
146;2026-04-30;5;33;49
147;2026-10-03;14;40;49
148;2026-03-28;3;30;50
149;2026-04-18;3;28;50
150;2026-04-23;18;36;50
151;2026-02-05;10;10;51
152;2026-02-13;21;46;51
153;2026-02-06;14;9;51
154;2026-09-27;5;42;52
155;2026-10-13;21;20;52
156;2026-04-24;21;47;52
157;2026-10-18;14;11;53
158;2026-10-01;5;13;53
159;2026-02-28;5;23;53
160;2026-08-22;10;15;54
161;2026-04-10;18;17;54
162;2026-08-28;18;15;54
163;2026-07-06;18;34;55
164;2026-08-06;14;31;55
165;2026-04-24;7;30;55
166;2026-10-11;14;33;56
167;2026-08-27;7;28;56
168;2026-05-04;21;38;56
169;2026-01-12;21;49;57
170;2025-12-28;3;12;57
171;2026-07-11;21;12;57
172;2026-02-16;21;10;58
173;2026-07-04;18;13;58
174;2026-07-01;21;16;58
175;2025-12-11;7;26;59
176;2026-10-08;14;10;59
177;2026-10-01;10;32;59
178;2026-07-05;18;38;60
179;2026-01-15;18;49;60
180;2026-08-10;5;22;60
181;2026-05-08;14;39;61
182;2026-04-20;21;47;61
183;2026-04-14;7;48;61
184;2026-05-20;18;17;62
185;2025-11-23;14;32;62
186;2026-10-28;18;9;62
187;2025-12-10;5;14;63
188;2026-07-29;18;17;63
189;2025-11-14;18;16;63
190;2026-01-13;5;38;64
191;2026-06-04;10;35;64
192;2025-12-24;3;17;64
193;2026-01-30;7;24;65
194;2026-06-22;21;23;65
195;2026-07-07;21;29;65
196;2026-01-20;7;17;66
197;2026-04-26;3;18;66
198;2026-08-12;21;48;66
199;2026-10-19;14;42;67
200;2026-10-09;18;14;67
201;2025-12-20;3;20;67
202;2026-03-17;7;44;68
203;2026-10-24;5;43;68
204;2026-08-29;14;35;68
205;2025-11-11;18;18;69
206;2026-06-10;18;48;69
207;2026-04-11;21;9;69
208;2026-09-05;18;18;70
209;2026-04-09;7;38;70
210;2026-03-15;21;47;70
211;2025-12-23;10;5;71
212;2025-12-20;10;7;71
213;2026-01-26;3;48;71
214;2026-03-15;14;18;72
215;2025-11-04;3;5;72
216;2026-09-25;10;13;72
217;2026-03-05;5;17;73
218;2026-03-02;14;31;73
219;2026-09-25;14;40;73
220;2025-12-08;14;18;74
221;2025-11-18;7;17;74
222;2026-05-03;21;49;74
223;2026-09-01;5;50;75
224;2026-04-03;18;38;75
225;2026-05-13;7;44;75
226;2026-04-25;21;47;76
227;2026-09-19;10;19;76
228;2025-11-12;5;50;76
229;2026-09-28;21;42;77
230;2026-10-11;14;12;77
231;2026-03-16;18;15;77
232;2026-05-16;5;17;78
233;2025-12-29;3;31;78
234;2026-10-05;10;23;78
235;2026-03-16;7;48;79
236;2026-05-08;3;25;79
237;2026-01-03;3;24;79
238;2026-08-14;3;16;80
239;2026-05-26;7;26;80
240;2026-03-03;3;39;80
241;2026-02-23;10;13;81
242;2026-02-17;5;18;81
243;2026-07-05;18;45;81
244;2026-04-27;3;50;82
245;2026-08-06;7;10;82
246;2026-04-21;5;28;82
247;2026-01-02;18;16;83
248;2026-05-08;10;24;83
249;2025-12-20;3;41;83
250;2026-10-02;18;27;84
251;2026-01-06;21;49;84
252;2026-10-28;21;8;84
253;2025-11-30;3;49;85
254;2025-11-05;18;23;85
255;2025-11-17;7;28;85
256;2025-11-29;18;18;86
257;2026-06-22;7;16;86
258;2026-04-05;18;8;86
259;2026-02-02;7;22;87
260;2026-05-14;21;48;87
261;2025-12-11;5;32;87
262;2026-01-24;3;18;88
263;2026-01-09;3;32;88
264;2026-06-18;14;30;88
265;2025-12-28;18;15;89
266;2026-10-15;3;13;89
267;2025-11-28;14;10;89
268;2025-11-14;21;21;90
269;2026-08-26;14;30;90
270;2026-10-20;18;14;90
271;2026-09-29;18;5;91
272;2025-12-21;18;6;91
273;2026-08-03;14;45;91
274;2026-06-04;7;44;92
275;2026-10-18;7;15;92
276;2026-03-22;10;14;92
277;2026-09-28;7;41;93
278;2026-09-19;5;40;93
279;2025-11-25;10;30;93
280;2026-01-12;14;26;94
281;2025-12-06;14;18;94
282;2026-01-18;21;40;94
283;2025-12-04;21;47;95
284;2026-03-17;7;17;95
285;2026-05-27;14;8;95
286;2026-08-08;14;40;96
287;2026-04-26;18;7;96
288;2026-03-13;14;46;96
289;2026-02-07;21;24;97
290;2026-09-21;3;32;97
291;2026-10-11;21;40;97
292;2025-12-09;5;18;98
293;2026-10-13;14;28;98
294;2026-08-02;5;20;98
295;2026-02-15;3;33;99
296;2026-02-03;21;30;99
297;2026-05-24;5;7;99
298;2026-05-27;10;43;100
299;2026-02-01;21;17;100
300;2026-04-26;10;50;100
