IdWycieczki;Kraj;Miasto;Cena;Typ;IdPilota
251;Bulgaria;Burgas;81;tematyczna;2194
252;Egypt;Hurghada;225;tematyczna;512
253;Bulgaria;Sofia;251;city break;2494
254;Croatia;Dubrovnik;186;objazdowa;2461
255;Poland;Krakow;72;wypoczynkowa;1082
256;Croatia;Dubrovnik;70;objazdowa;2737
257;Turkey;Istanbul;83;objazdowa;3454
258;Italy;Venice;300;objazdowa;1563
259;Netherlands;Rotterdam;124;city break;293
260;Denmark;Aarhus;327;objazdowa;3476
261;Spain;Valencia;363;city break;1147
262;Canada;Toronto;246;objazdowa;3636
263;France;Lyon;86;objazdowa;3953
264;Morocco;Marrakesh;141;objazdowa;3431
265;Canada;Toronto;269;city break;258
266;USA;Los Angeles;226;objazdowa;2520
267;Belgium;Brussels;358;city break;317
268;Bulgaria;Burgas;136;wypoczynkowa;1203
269;Germany;Hamburg;289;city break;1873
270;Turkey;Istanbul;336;wypoczynkowa;1771
271;Switzerland;Geneva;50;tematyczna;2805
272;France;Lyon;92;wypoczynkowa;1093
273;Sweden;Gothenburg;352;city break;1235
274;Japan;Osaka;392;objazdowa;1086
275;Germany;Munich;254;wypoczynkowa;918
276;France;Paris;42;wypoczynkowa;2151
277;Poland;Gdansk;145;objazdowa;2657
278;Belgium;Brussels;112;city break;1814
279;Japan;Tokyo;129;city break;2540
280;Greece;Athens;198;objazdowa;1874
281;Ireland;Cork;68;objazdowa;4278
282;Morocco;Marrakesh;391;city break;3916
283;Switzerland;Geneva;343;city break;2187
284;Canada;Montreal;322;objazdowa;4400
285;Poland;Krakow;227;city break;2822
286;Czech Republic;Ostrava;242;wypoczynkowa;2051
287;Canada;Montreal;398;tematyczna;4136
288;Turkey;Antalya;78;wypoczynkowa;3610
289;Netherlands;Amsterdam;179;city break;860
290;Egypt;Hurghada;131;city break;1492
291;Bulgaria;Sofia;359;objazdowa;4360
292;Bulgaria;Burgas;211;objazdowa;4561
293;Italy;Rome;271;city break;540
294;Sweden;Gothenburg;222;city break;440
295;Morocco;Casablanca;163;wypoczynkowa;1832
296;Denmark;Aarhus;55;wypoczynkowa;3256
297;Portugal;Lisbon;176;city break;3647
298;Morocco;Casablanca;238;city break;1128
299;Bulgaria;Sofia;49;wypoczynkowa;3064
300;France;Paris;389;city break;4145
301;Norway;Bergen;226;city break;3499
302;Belgium;Antwerp;328;objazdowa;487
303;Croatia;Dubrovnik;189;wypoczynkowa;536
304;Belgium;Antwerp;266;tematyczna;2534
305;USA;Los Angeles;311;tematyczna;3598
306;Tunisia;Tunis;313;objazdowa;1339
307;Canada;Montreal;71;city break;1445
308;Poland;Warsaw;251;tematyczna;3657
309;Portugal;Lisbon;280;tematyczna;3042
310;Turkey;Istanbul;330;objazdowa;1611
311;Canada;Toronto;283;wypoczynkowa;4346
312;Canada;Montreal;124;wypoczynkowa;1028
313;Bulgaria;Burgas;231;objazdowa;3781
314;Australia;Melbourne;144;wypoczynkowa;4807
315;Ireland;Dublin;48;objazdowa;3366
316;Ireland;Cork;49;objazdowa;4759
317;France;Paris;85;wypoczynkowa;126
318;Belgium;Brussels;331;tematyczna;4744
319;China;Beijing;93;tematyczna;1545
320;Japan;Osaka;296;tematyczna;2905
321;Australia;Sydney;285;objazdowa;718
322;Sweden;Gothenburg;193;tematyczna;3855
323;Czech Republic;Prague;88;wypoczynkowa;2080
324;USA;Miami;358;objazdowa;4687
325;Italy;Venice;312;tematyczna;2483
326;France;Nice;291;objazdowa;2123
327;Norway;Oslo;399;objazdowa;2034
328;Italy;Milan;358;city break;4710
329;Italy;Rome;156;wypoczynkowa;935
330;Czech Republic;Ostrava;283;tematyczna;2653
331;Australia;Sydney;180;objazdowa;2913
332;Czech Republic;Prague;107;city break;3425
333;Sweden;Stockholm;235;tematyczna;4767
334;Portugal;Lisbon;151;objazdowa;4640
335;Sweden;Stockholm;136;city break;3737
336;Egypt;Hurghada;333;objazdowa;4401
337;Spain;Barcelona;306;city break;1939
338;Tunisia;Tunis;236;city break;4351
339;Portugal;Porto;245;city break;1256
340;Canada;Toronto;354;wypoczynkowa;2373
341;United Kingdom;Edinburgh;252;objazdowa;2383
342;Greece;Athens;344;objazdowa;2013
343;Greece;Thessaloniki;265;objazdowa;3181
344;Germany;Berlin;259;wypoczynkowa;1690
345;Greece;Thessaloniki;349;city break;1368
346;Sweden;Gothenburg;305;city break;4893
347;Ireland;Cork;268;city break;2126
348;USA;Los Angeles;142;tematyczna;3376
349;Denmark;Aarhus;163;objazdowa;1362
350;Morocco;Casablanca;181;objazdowa;4660
351;Iceland;Reykjavik;393;objazdowa;4973
352;India;Delhi;391;wypoczynkowa;1815
353;Czech Republic;Ostrava;242;tematyczna;1721
354;Egypt;Hurghada;382;wypoczynkowa;2836
355;Switzerland;Geneva;136;objazdowa;3695
356;Portugal;Porto;274;tematyczna;1055
357;Switzerland;Zurich;349;wypoczynkowa;2007
358;Denmark;Copenhagen;117;wypoczynkowa;3896
359;Ireland;Cork;203;objazdowa;844
360;Italy;Rome;339;objazdowa;2400
361;Iceland;Akureyri;113;objazdowa;2920
362;Japan;Osaka;120;city break;595
363;Portugal;Lisbon;317;wypoczynkowa;4246
364;Netherlands;Amsterdam;146;city break;3359
365;Switzerland;Geneva;132;objazdowa;3352
366;Tunisia;Hammamet;284;city break;1517
367;Spain;Valencia;362;city break;1806
368;Morocco;Casablanca;393;wypoczynkowa;2087
369;Iceland;Reykjavik;230;tematyczna;1859
370;India;Mumbai;51;tematyczna;2874
371;Ireland;Dublin;351;objazdowa;3144
372;Netherlands;Amsterdam;348;city break;3528
373;Austria;Salzburg;201;tematyczna;3164
374;Canada;Montreal;298;wypoczynkowa;3371
375;France;Nice;395;tematyczna;3319
376;Poland;Warsaw;143;objazdowa;1297
377;Turkey;Istanbul;57;city break;2915
378;Norway;Oslo;295;objazdowa;3207
379;Bulgaria;Sofia;303;city break;20
380;Denmark;Copenhagen;351;city break;723
381;Ireland;Cork;246;tematyczna;3260
382;Morocco;Casablanca;159;city break;1949
383;Poland;Warsaw;234;wypoczynkowa;4086
384;Croatia;Dubrovnik;348;tematyczna;1028
385;Spain;Barcelona;93;tematyczna;2458
386;Iceland;Reykjavik;54;objazdowa;3016
387;Turkey;Istanbul;307;objazdowa;4010
388;Denmark;Aarhus;372;objazdowa;4557
389;Poland;Warsaw;123;city break;761
390;Bulgaria;Sofia;101;objazdowa;2550
391;Switzerland;Geneva;391;wypoczynkowa;3704
392;Switzerland;Geneva;245;tematyczna;2443
393;France;Lyon;259;city break;604
394;Norway;Bergen;99;wypoczynkowa;901
395;United Kingdom;London;133;wypoczynkowa;1551
396;Turkey;Antalya;107;objazdowa;1042
397;Germany;Berlin;104;wypoczynkowa;1114
398;Spain;Barcelona;222;tematyczna;4824
399;Poland;Warsaw;131;city break;4072
400;India;Mumbai;146;city break;3479
401;France;Nice;172;objazdowa;478
402;Croatia;Dubrovnik;268;city break;2238
403;Iceland;Akureyri;230;wypoczynkowa;1701
404;Switzerland;Geneva;212;tematyczna;1954
405;Egypt;Hurghada;97;objazdowa;3681
406;Portugal;Lisbon;290;tematyczna;4768
407;Canada;Montreal;145;city break;622
408;Japan;Tokyo;57;objazdowa;3410
409;Poland;Warsaw;267;city break;2905
410;Canada;Montreal;104;tematyczna;139
411;China;Beijing;383;tematyczna;1444
412;USA;New York;237;wypoczynkowa;210
413;Spain;Barcelona;351;wypoczynkowa;4206
414;Poland;Gdansk;258;tematyczna;4821
415;Iceland;Akureyri;89;objazdowa;3096
416;Netherlands;Amsterdam;145;objazdowa;1396
417;Czech Republic;Prague;41;wypoczynkowa;88
418;USA;New York;252;city break;3950
419;Japan;Tokyo;97;tematyczna;4194
420;Italy;Milan;226;city break;1253
421;Croatia;Split;320;tematyczna;3963
422;Netherlands;Amsterdam;391;tematyczna;3768
423;Morocco;Marrakesh;70;tematyczna;3321
424;Iceland;Akureyri;182;tematyczna;4690
425;Belgium;Antwerp;283;city break;3982
426;Germany;Hamburg;354;objazdowa;1057
427;Bulgaria;Sofia;90;objazdowa;3087
428;Portugal;Porto;204;city break;3267
429;Morocco;Marrakesh;135;wypoczynkowa;3275
430;Czech Republic;Ostrava;148;objazdowa;2559
431;Switzerland;Geneva;391;tematyczna;3231
432;Ireland;Cork;392;wypoczynkowa;4909
433;China;Beijing;41;wypoczynkowa;3543
434;Ireland;Dublin;239;wypoczynkowa;1
435;Switzerland;Zurich;86;objazdowa;592
436;Norway;Bergen;265;wypoczynkowa;528
437;Australia;Melbourne;167;city break;991
438;Canada;Montreal;247;wypoczynkowa;45
439;Japan;Osaka;227;wypoczynkowa;2436
440;Netherlands;Rotterdam;393;wypoczynkowa;3038
441;Portugal;Porto;245;objazdowa;3640
442;Croatia;Split;313;tematyczna;1710
443;Austria;Vienna;40;objazdowa;1460
444;Italy;Rome;383;city break;549
445;Greece;Thessaloniki;338;city break;3817
446;Morocco;Marrakesh;331;tematyczna;3627
447;Japan;Osaka;274;city break;1046
448;Sweden;Gothenburg;128;tematyczna;2134
449;Turkey;Istanbul;177;tematyczna;3344
450;Australia;Melbourne;56;city break;723
451;Norway;Bergen;225;tematyczna;1847
452;Germany;Munich;177;city break;3679
453;India;Mumbai;168;city break;4175
454;India;Delhi;217;city break;1765
455;Denmark;Copenhagen;286;wypoczynkowa;1160
456;France;Nice;115;tematyczna;831
457;Bulgaria;Burgas;171;tematyczna;4004
458;Tunisia;Tunis;238;tematyczna;1504
459;Croatia;Dubrovnik;80;wypoczynkowa;4936
460;Belgium;Antwerp;332;objazdowa;4837
461;Czech Republic;Prague;67;tematyczna;325
462;Italy;Venice;280;objazdowa;2392
463;Norway;Oslo;353;tematyczna;4416
464;Spain;Valencia;303;tematyczna;3260
465;Egypt;Cairo;334;objazdowa;759
466;Ireland;Cork;80;city break;2942
467;Switzerland;Zurich;89;tematyczna;1534
468;Ireland;Cork;240;wypoczynkowa;4366
469;Norway;Oslo;190;wypoczynkowa;3365
470;Poland;Gdansk;310;objazdowa;2962
471;Australia;Melbourne;161;wypoczynkowa;385
472;Denmark;Aarhus;52;tematyczna;892
473;Morocco;Casablanca;176;city break;2950
474;Sweden;Gothenburg;100;objazdowa;1155
475;Denmark;Copenhagen;146;objazdowa;3886
476;Tunisia;Hammamet;216;wypoczynkowa;356
477;France;Nice;48;tematyczna;433
478;Norway;Bergen;291;tematyczna;2690
479;Turkey;Antalya;97;city break;2912
480;Canada;Toronto;334;wypoczynkowa;1995
481;Poland;Warsaw;280;wypoczynkowa;354
482;Egypt;Hurghada;336;wypoczynkowa;12
483;Norway;Bergen;249;city break;4013
484;Denmark;Copenhagen;362;tematyczna;3665
485;Italy;Rome;297;city break;1014
486;Belgium;Antwerp;50;wypoczynkowa;4445
487;Turkey;Istanbul;122;tematyczna;1541
488;Greece;Thessaloniki;384;tematyczna;163
489;Switzerland;Geneva;99;city break;3412
490;Czech Republic;Ostrava;206;objazdowa;3806
491;Spain;Barcelona;89;objazdowa;449
492;Turkey;Antalya;116;city break;1141
493;Italy;Venice;175;tematyczna;450
494;United Kingdom;Manchester;118;wypoczynkowa;2223
495;Austria;Salzburg;258;wypoczynkowa;1584
496;Austria;Vienna;341;wypoczynkowa;2430
497;Morocco;Casablanca;106;city break;1116
498;Portugal;Lisbon;118;city break;4755
499;Spain;Valencia;132;tematyczna;2471
500;Germany;Munich;65;objazdowa;3698
501;Morocco;Marrakesh;199;tematyczna;3514
502;Bulgaria;Sofia;143;city break;2844
503;Italy;Venice;51;wypoczynkowa;740
504;China;Shanghai;118;objazdowa;4990
505;Ireland;Dublin;85;wypoczynkowa;3216
506;Norway;Bergen;159;wypoczynkowa;110
507;Portugal;Lisbon;237;city break;1363
508;Poland;Krakow;166;city break;1614
509;USA;Los Angeles;108;tematyczna;1514
510;Denmark;Aarhus;80;objazdowa;2814
511;Iceland;Akureyri;362;city break;2655
512;Norway;Bergen;289;tematyczna;2365
513;Canada;Toronto;194;objazdowa;4657
514;Portugal;Porto;300;objazdowa;4035
515;Morocco;Marrakesh;338;city break;1916
516;Norway;Bergen;254;wypoczynkowa;3740
517;Belgium;Antwerp;377;city break;3763
518;Netherlands;Amsterdam;400;city break;4440
519;Croatia;Dubrovnik;205;objazdowa;155
520;USA;Los Angeles;264;tematyczna;228
521;Poland;Krakow;336;objazdowa;1433
522;Denmark;Aarhus;326;wypoczynkowa;3415
523;China;Shanghai;100;objazdowa;199
524;Czech Republic;Prague;49;wypoczynkowa;2512
525;Tunisia;Tunis;141;tematyczna;4871
526;Greece;Athens;207;tematyczna;3110
527;Netherlands;Amsterdam;242;objazdowa;2774
528;Sweden;Stockholm;386;tematyczna;2172
529;USA;New York;211;tematyczna;119
530;Switzerland;Geneva;286;tematyczna;3569
531;United Kingdom;Edinburgh;114;wypoczynkowa;3884
532;Norway;Oslo;112;tematyczna;886
533;Ireland;Cork;58;city break;3187
534;Morocco;Marrakesh;383;tematyczna;219
535;Netherlands;Amsterdam;339;objazdowa;1564
536;Bulgaria;Burgas;188;city break;3175
537;Austria;Vienna;175;city break;439
538;Czech Republic;Prague;74;city break;1431
539;Portugal;Porto;267;objazdowa;3796
540;Sweden;Stockholm;57;city break;4126
541;Austria;Vienna;48;wypoczynkowa;4093
542;Canada;Montreal;323;tematyczna;4488
543;Sweden;Stockholm;255;wypoczynkowa;2473
544;Belgium;Brussels;256;city break;16
545;Netherlands;Amsterdam;159;city break;2595
546;Croatia;Split;42;objazdowa;3602
547;Turkey;Antalya;116;tematyczna;2746
548;Turkey;Istanbul;229;wypoczynkowa;1502
549;Croatia;Split;213;city break;4334
550;Turkey;Istanbul;344;tematyczna;637
551;Iceland;Reykjavik;307;objazdowa;4709
552;Australia;Sydney;200;wypoczynkowa;3387
553;Iceland;Reykjavik;351;objazdowa;2113
554;Morocco;Marrakesh;257;objazdowa;3172
555;China;Shanghai;276;tematyczna;1805
556;Ireland;Cork;156;tematyczna;4959
557;India;Delhi;260;tematyczna;3954
558;Austria;Vienna;351;city break;4116
559;Denmark;Aarhus;246;objazdowa;1502
560;Croatia;Dubrovnik;137;wypoczynkowa;1759
561;Portugal;Lisbon;328;wypoczynkowa;5
562;Croatia;Dubrovnik;341;city break;1652
563;Germany;Hamburg;255;tematyczna;3016
564;Switzerland;Zurich;378;city break;1386
565;Greece;Athens;158;city break;2072
566;Switzerland;Geneva;317;city break;2501
567;Poland;Krakow;160;tematyczna;2072
568;Germany;Berlin;185;tematyczna;2397
569;France;Nice;336;tematyczna;4159
570;Belgium;Antwerp;172;city break;377
571;Germany;Berlin;266;city break;4380
572;Czech Republic;Ostrava;104;city break;1164
573;USA;New York;226;city break;2867
574;Norway;Oslo;220;wypoczynkowa;1452
575;Greece;Thessaloniki;41;wypoczynkowa;134
576;Netherlands;Amsterdam;284;wypoczynkowa;995
577;India;Delhi;77;tematyczna;4587
578;Greece;Athens;291;city break;555
579;France;Lyon;207;wypoczynkowa;1561
580;United Kingdom;London;64;objazdowa;3988
581;Ireland;Cork;238;objazdowa;3181
582;USA;New York;111;city break;799
583;Spain;Madrid;175;tematyczna;693
584;Germany;Berlin;379;city break;3598
585;Morocco;Casablanca;346;city break;4915
586;Canada;Montreal;323;tematyczna;985
587;Tunisia;Tunis;139;city break;2960
588;Germany;Berlin;151;wypoczynkowa;2886
589;Belgium;Brussels;256;tematyczna;1936
590;Japan;Tokyo;73;objazdowa;3292
591;Czech Republic;Ostrava;190;city break;775
592;Sweden;Stockholm;368;objazdowa;1839
593;Norway;Bergen;349;wypoczynkowa;2221
594;Australia;Melbourne;377;city break;643
595;Ireland;Dublin;397;objazdowa;4291
596;Morocco;Casablanca;274;city break;3663
597;Austria;Salzburg;309;objazdowa;2053
598;Belgium;Antwerp;330;objazdowa;4655
599;United Kingdom;London;362;city break;3830
600;Netherlands;Amsterdam;66;wypoczynkowa;2981
601;Belgium;Brussels;251;city break;3043
602;Sweden;Gothenburg;268;city break;1400
603;United Kingdom;London;315;city break;3400
604;Denmark;Aarhus;257;wypoczynkowa;4397
605;Czech Republic;Prague;166;objazdowa;1059
606;Portugal;Lisbon;200;wypoczynkowa;2338
607;Portugal;Porto;232;tematyczna;104
608;Austria;Vienna;121;objazdowa;2444
