IdTerminu;DataWyjazdu;DlugoscPobytu;IloscMiejsc;IdWycieczki
203;2026-02-28;5;32;68
204;2026-05-19;10;13;68
205;2026-08-13;14;7;69
206;2026-05-09;18;32;69
207;2026-06-21;5;48;69
208;2026-02-15;10;8;70
209;2026-06-11;7;37;70
210;2026-04-12;14;42;70
211;2026-01-03;7;17;71
212;2026-04-12;7;19;71
213;2026-06-21;14;43;71
214;2026-07-04;5;29;72
215;2026-04-20;5;38;72
216;2025-12-04;21;26;72
217;2026-03-18;5;17;73
218;2026-06-29;3;30;73
219;2026-08-16;5;14;73
220;2026-09-07;3;10;74
221;2025-12-28;7;9;74
222;2026-06-22;21;15;74
223;2026-11-05;14;32;75
224;2026-08-13;5;28;75
225;2026-07-20;3;25;75
226;2026-11-01;18;38;76
227;2026-04-28;7;8;76
228;2026-08-31;10;41;76
229;2026-09-07;3;32;77
230;2026-07-17;7;16;77
231;2026-09-06;10;11;77
232;2026-09-22;14;36;78
233;2026-01-28;10;14;78
234;2026-10-01;3;41;78
235;2026-05-19;7;27;79
236;2026-11-15;7;14;79
237;2026-04-02;7;9;79
238;2026-01-24;5;38;80
239;2026-02-25;21;11;80
240;2026-05-16;14;27;80
241;2026-10-30;21;9;81
242;2025-12-19;21;7;81
243;2026-05-16;3;43;81
244;2026-11-03;10;32;82
245;2026-03-16;7;22;82
246;2026-01-11;21;47;82
247;2026-03-05;21;20;83
248;2026-09-23;18;39;83
249;2025-12-14;21;36;83
250;2026-04-07;3;41;84
251;2026-10-01;5;21;84
252;2026-04-25;3;24;84
253;2026-06-09;5;13;85
254;2025-12-04;5;36;85
255;2026-03-17;18;50;85
256;2026-08-25;21;45;86
257;2026-06-05;5;49;86
258;2025-12-21;14;44;86
259;2026-03-20;21;46;87
260;2026-05-20;21;24;87
261;2025-12-06;14;20;87
262;2026-07-31;14;6;88
263;2026-10-02;14;31;88
264;2025-12-15;7;39;88
265;2026-03-03;7;47;89
266;2026-11-19;18;49;89
267;2026-06-27;18;34;89
268;2026-08-18;10;46;90
269;2026-04-05;21;19;90
270;2026-07-28;14;31;90
271;2026-04-29;21;50;91
272;2026-10-26;7;22;91
273;2026-03-06;21;13;91
274;2025-12-17;3;48;92
275;2026-07-13;18;44;92
276;2026-10-08;14;18;92
277;2026-01-17;5;27;93
278;2026-07-22;14;44;93
279;2026-02-01;3;38;93
280;2026-09-19;5;24;94
281;2026-08-06;5;5;94
282;2026-03-12;10;19;94
283;2026-08-23;5;7;95
284;2026-07-01;5;46;95
285;2026-05-30;18;21;95
286;2026-06-09;5;33;96
287;2026-10-27;7;5;96
288;2026-05-04;7;30;96
289;2026-04-27;7;28;97
290;2026-06-10;14;6;97
291;2026-04-26;5;32;97
292;2026-10-16;5;22;98
293;2026-10-15;7;26;98
294;2026-04-02;21;20;98
295;2026-01-14;10;45;99
296;2025-12-15;18;21;99
297;2026-07-20;5;40;99
298;2026-03-17;3;6;100
299;2026-06-09;21;50;100
300;2026-06-25;3;48;100
301;2026-11-16;7;6;101
302;2026-03-03;10;46;101
303;2026-05-05;5;34;101
304;2026-09-30;21;9;102
305;2026-04-01;21;7;102
306;2026-10-02;18;16;102
307;2026-09-26;21;47;103
308;2026-06-02;21;18;103
309;2026-10-28;21;31;103
310;2026-01-19;3;41;104
311;2026-06-16;3;27;104
312;2026-06-27;5;45;104
313;2026-02-10;7;50;105
314;2026-10-11;10;33;105
315;2026-04-08;14;16;105
316;2026-01-28;7;46;106
317;2025-12-16;21;27;106
318;2026-11-04;14;36;106
319;2026-10-06;7;26;107
320;2026-05-31;10;12;107
321;2026-07-02;14;22;107
322;2026-10-30;3;34;108
323;2026-05-14;10;23;108
324;2026-01-22;3;32;108
325;2026-04-14;3;28;109
326;2026-05-21;7;32;109
327;2026-07-16;21;50;109
328;2026-09-26;14;47;110
329;2026-06-03;3;12;110
330;2026-02-18;21;41;110
331;2026-10-04;3;32;111
332;2026-01-09;3;47;111
333;2026-10-01;3;7;111
334;2025-12-20;14;25;112
335;2026-07-17;3;5;112
336;2026-02-01;18;44;112
337;2026-02-06;21;45;113
338;2026-08-27;10;18;113
339;2026-01-20;10;16;113
340;2026-02-06;10;13;114
341;2026-10-23;18;43;114
342;2026-02-12;7;39;114
343;2026-07-17;18;23;115
344;2026-11-12;7;28;115
345;2026-11-17;3;26;115
346;2026-10-17;10;16;116
347;2026-05-30;5;46;116
348;2026-02-20;14;49;116
349;2026-07-05;5;18;117
350;2025-12-08;21;6;117
351;2026-01-18;21;35;117
352;2026-10-10;21;38;118
353;2026-03-03;3;49;118
354;2026-06-30;21;40;118
355;2026-04-23;14;6;119
356;2026-03-16;7;28;119
357;2026-04-30;5;6;119
358;2026-04-04;5;12;120
359;2026-09-26;14;39;120
360;2026-01-30;7;37;120
361;2026-05-02;5;18;121
362;2025-12-15;10;48;121
363;2025-12-05;3;13;121
364;2026-10-08;18;14;122
365;2026-05-02;7;49;122
366;2026-10-26;21;18;122
367;2026-10-14;14;8;123
368;2026-08-02;5;44;123
369;2026-06-20;3;41;123
370;2026-03-10;14;15;124
371;2026-02-20;18;34;124
372;2026-02-11;7;48;124
373;2026-08-13;7;10;125
374;2025-12-03;10;45;125
375;2026-10-05;7;35;125
376;2026-09-18;3;47;126
377;2026-09-01;10;24;126
378;2026-01-09;14;39;126
379;2026-06-21;14;6;127
380;2026-10-07;7;38;127
381;2026-07-21;10;44;127
382;2026-02-09;7;10;128
383;2026-05-22;7;50;128
384;2026-07-12;7;14;128
385;2026-04-05;14;7;129
386;2026-02-21;18;8;129
387;2026-05-09;5;15;129
388;2026-10-24;7;44;130
389;2026-01-28;10;33;130
390;2026-11-17;3;38;130
391;2026-03-26;18;44;131
392;2026-11-16;7;37;131
393;2026-11-05;18;34;131
394;2026-09-29;3;48;132
395;2026-02-27;21;45;132
396;2026-04-12;10;32;132
397;2026-09-08;5;26;133
398;2025-12-14;10;50;133
399;2025-12-04;10;30;133
400;2026-11-19;14;48;134
401;2026-01-24;14;40;134
402;2026-09-04;7;27;134
403;2026-05-29;14;7;135
404;2026-04-28;10;32;135
405;2026-05-09;3;40;135
406;2026-02-01;14;25;136
407;2026-07-22;5;30;136
408;2026-02-06;7;31;136
409;2026-06-19;10;21;137
410;2026-01-30;3;21;137
411;2026-05-31;5;30;137
412;2025-12-20;7;14;138
413;2026-05-01;10;19;138
414;2026-06-18;21;37;138
415;2026-09-22;21;46;139
416;2026-03-18;3;11;139
417;2026-04-25;7;15;139
418;2026-05-29;3;14;140
419;2026-01-16;5;46;140
420;2026-03-24;21;49;140
421;2026-02-21;5;49;141
422;2026-10-15;10;40;141
423;2026-09-01;18;46;141
424;2025-12-20;18;32;142
425;2026-02-07;5;12;142
426;2026-06-08;5;50;142
427;2026-04-23;7;8;143
428;2026-05-27;21;20;143
429;2026-11-19;5;9;143
430;2026-11-08;3;43;144
431;2026-02-22;3;20;144
432;2026-01-10;14;26;144
433;2026-05-26;18;6;145
434;2026-11-17;3;9;145
435;2026-08-24;7;8;145
436;2026-07-16;3;30;146
437;2026-02-06;5;24;146
438;2026-06-26;21;16;146
439;2026-08-26;3;44;147
440;2026-04-27;10;50;147
441;2026-10-24;5;14;147
442;2026-11-01;18;18;148
443;2026-09-17;3;22;148
444;2025-11-30;3;6;148
445;2026-09-29;14;26;149
446;2026-11-07;3;37;149
447;2026-02-15;21;32;149
448;2026-01-18;14;37;150
449;2026-09-27;18;44;150
450;2026-03-06;3;20;150
451;2026-05-27;18;12;151
452;2026-08-31;21;12;151
453;2026-08-01;18;44;151
454;2026-09-14;5;18;152
455;2025-12-27;18;33;152
456;2026-03-25;5;11;152
457;2026-05-29;21;30;153
458;2026-09-21;3;34;153
459;2026-03-24;7;13;153
460;2026-01-10;21;32;154
461;2026-03-21;10;41;154
462;2026-09-03;18;5;154
463;2026-05-18;3;8;155
464;2026-02-20;21;36;155
465;2026-01-15;10;45;155
466;2026-05-10;14;15;156
467;2026-11-05;14;10;156
468;2026-02-24;18;34;156
469;2026-03-26;21;18;157
470;2026-05-23;7;38;157
471;2026-01-21;14;10;157
472;2026-06-24;10;30;158
473;2026-11-20;21;26;158
474;2026-03-13;7;36;158
475;2026-03-04;21;24;159
476;2026-10-04;5;49;159
477;2025-12-16;10;17;159
478;2026-07-30;14;32;160
479;2026-02-13;18;30;160
480;2026-01-07;7;18;160
481;2026-06-23;21;43;161
482;2026-10-16;21;13;161
483;2026-05-05;3;46;161
484;2026-07-01;14;24;162
485;2026-08-21;7;47;162
486;2026-09-01;7;18;162
487;2026-03-29;21;10;163
488;2026-09-18;10;27;163
489;2026-07-03;21;24;163
490;2026-05-14;7;47;164
491;2025-12-26;18;44;164
492;2026-04-11;7;43;164
493;2026-08-29;10;21;165
494;2026-08-19;5;33;165
495;2026-02-06;21;37;165
496;2026-08-07;14;44;166
497;2026-01-29;18;20;166
498;2026-03-28;7;29;166
499;2026-08-03;14;28;167
500;2026-03-13;7;23;167
501;2026-07-30;3;35;167
502;2026-04-17;14;18;168
503;2026-07-05;21;11;168
504;2026-10-30;18;16;168
505;2026-02-14;7;29;169
506;2026-03-22;3;5;169
507;2026-09-29;7;29;169
508;2026-06-23;14;6;170
509;2026-01-15;5;48;170
510;2026-05-17;10;6;170
511;2026-01-06;21;16;171
512;2026-07-17;18;10;171
513;2026-06-07;3;28;171
514;2025-12-31;10;46;172
515;2026-01-17;3;38;172
516;2026-08-30;5;46;172
517;2026-04-25;10;9;173
518;2026-09-17;3;11;173
519;2026-08-12;21;13;173
520;2025-12-09;5;29;174
521;2026-08-29;21;8;174
522;2026-06-17;18;41;174
523;2026-07-04;7;48;175
524;2026-01-09;5;38;175
525;2026-01-28;10;14;175
526;2026-05-18;18;14;176
527;2026-02-25;21;12;176
528;2026-02-17;5;27;176
529;2026-10-10;10;38;177
530;2026-01-05;18;24;177
531;2026-10-29;7;48;177
532;2026-01-06;5;5;178
533;2026-08-24;21;38;178
534;2025-12-20;7;50;178
535;2026-04-26;10;43;179
536;2025-12-10;14;32;179
537;2026-10-20;14;25;179
538;2026-05-12;3;7;180
539;2026-01-27;3;45;180
540;2026-11-11;5;9;180
541;2026-04-20;3;31;181
542;2026-07-13;3;43;181
543;2026-04-21;7;49;181
544;2026-02-13;21;7;182
545;2026-03-30;18;35;182
546;2026-01-19;21;46;182
547;2026-03-26;5;14;183
548;2026-11-11;18;9;183
549;2026-11-14;7;13;183
550;2026-04-18;14;18;184
551;2026-09-23;5;39;184
552;2026-02-20;7;13;184
553;2026-08-24;3;45;185
554;2026-09-11;18;23;185
555;2025-12-11;3;6;185
556;2026-02-21;10;25;186
557;2026-07-19;10;45;186
558;2026-11-07;5;47;186
559;2025-12-13;18;38;187
560;2026-07-03;7;48;187
561;2026-11-07;18;23;187
562;2026-04-08;7;50;188
563;2025-12-22;3;9;188
564;2026-09-06;5;32;188
565;2026-05-04;5;17;189
566;2026-05-17;7;41;189
567;2026-06-05;21;39;189
568;2026-11-15;21;21;190
569;2026-08-19;18;21;190
570;2025-12-06;18;7;190
571;2026-03-09;10;46;191
572;2025-12-22;18;41;191
573;2026-07-09;14;16;191
574;2025-12-28;18;22;192
575;2026-09-04;3;11;192
576;2026-09-30;3;43;192
577;2026-04-29;14;49;193
578;2026-08-21;5;21;193
579;2026-07-26;14;47;193
580;2026-09-04;18;28;194
581;2026-05-21;21;49;194
582;2026-10-05;14;41;194
583;2026-05-22;10;6;195
584;2026-02-18;7;18;195
585;2026-10-23;18;17;195
586;2026-10-04;7;38;196
587;2026-08-07;7;39;196
588;2026-03-03;14;21;196
589;2026-06-24;21;27;197
590;2026-04-24;18;13;197
591;2026-05-07;3;6;197
592;2026-06-05;10;27;198
593;2026-06-10;10;44;198
594;2026-02-19;10;22;198
595;2026-11-17;18;22;199
596;2026-04-06;5;21;199
597;2026-04-17;21;17;199
598;2026-04-28;7;10;200
599;2026-07-01;18;29;200
600;2026-10-19;7;48;200
601;2026-11-17;5;41;201
602;2026-09-16;14;26;201
603;2026-03-26;7;28;201
604;2026-01-07;5;18;202
605;2025-12-03;14;48;202
606;2026-11-14;7;38;202
607;2026-01-02;14;50;203
608;2026-06-19;7;48;203
609;2026-08-25;5;37;203
610;2026-05-08;10;16;204
611;2026-05-21;10;35;204
612;2026-02-16;10;7;204
613;2026-08-09;14;23;205
614;2026-04-08;3;11;205
615;2026-06-07;14;13;205
616;2026-01-03;7;35;206
617;2026-02-11;3;29;206
618;2026-02-20;5;19;206
619;2026-01-22;5;50;207
620;2026-02-11;14;16;207
621;2026-06-04;14;43;207
622;2026-05-29;7;5;208
623;2026-08-06;21;8;208
624;2026-11-09;21;50;208
625;2025-12-09;5;14;209
626;2026-05-24;18;11;209
627;2026-04-28;10;20;209
628;2026-02-28;5;27;210
629;2026-02-01;14;31;210
630;2026-10-12;10;17;210
631;2026-07-02;7;26;211
632;2026-04-08;7;8;211
633;2026-09-10;3;37;211
634;2026-07-19;3;41;212
635;2026-07-13;3;13;212
636;2026-09-27;7;9;212
637;2026-02-14;10;7;213
638;2026-03-08;5;7;213
639;2026-03-19;14;11;213
640;2026-05-09;21;41;214
641;2026-09-06;5;37;214
642;2025-12-12;14;28;214
643;2026-08-15;21;18;215
644;2026-09-14;5;7;215
645;2026-03-11;7;29;215
646;2026-11-18;18;20;216
647;2026-04-17;14;30;216
648;2026-07-02;5;49;216
649;2026-09-01;5;30;217
650;2026-05-30;21;22;217
651;2026-09-09;14;45;217
652;2026-10-12;18;27;218
653;2026-01-27;14;46;218
654;2026-03-11;7;50;218
655;2026-06-24;10;19;219
656;2026-08-03;10;26;219
657;2026-11-16;14;49;219
658;2026-03-11;14;33;220
659;2026-03-12;3;48;220
660;2026-01-12;10;10;220
661;2025-12-12;21;9;221
662;2026-09-14;21;17;221
663;2026-03-13;7;29;221
664;2026-11-13;7;17;222
665;2026-06-05;10;40;222
666;2026-02-03;14;22;222
667;2026-02-24;5;29;223
668;2026-02-17;7;6;223
669;2026-09-21;21;8;223
670;2026-07-15;14;10;224
671;2026-01-07;7;12;224
672;2026-11-12;10;38;224
673;2026-01-20;14;17;225
674;2026-07-30;7;49;225
675;2026-06-01;5;40;225
676;2026-08-30;18;40;226
677;2026-09-05;10;21;226
678;2025-12-04;7;37;226
679;2026-03-01;14;18;227
680;2026-07-11;3;37;227
681;2025-12-19;5;11;227
682;2026-03-19;18;12;228
683;2026-09-10;10;21;228
684;2026-09-01;10;10;228
685;2026-02-13;10;38;229
686;2026-01-06;7;40;229
687;2026-11-09;21;9;229
688;2026-03-02;3;28;230
689;2026-03-20;18;6;230
690;2026-05-27;21;47;230
691;2026-07-29;21;42;231
692;2025-12-09;5;22;231
693;2026-03-24;3;36;231
694;2026-04-17;10;14;232
695;2026-11-02;18;17;232
696;2026-09-21;18;50;232
697;2026-06-15;14;10;233
698;2026-10-06;18;39;233
699;2026-06-22;7;33;233
700;2025-12-21;21;25;234
701;2026-10-29;14;49;234
702;2026-01-08;3;50;234
703;2026-01-25;5;14;235
704;2026-10-17;10;35;235
705;2026-05-23;3;22;235
706;2026-04-22;7;49;236
707;2026-01-26;21;22;236
708;2026-05-15;18;50;236
709;2026-10-22;18;28;237
710;2026-06-20;14;33;237
711;2026-10-20;3;44;237
712;2026-11-14;3;13;238
713;2026-05-01;10;23;238
714;2026-08-24;18;43;238
715;2025-12-20;18;39;239
716;2026-09-13;21;24;239
717;2026-01-17;3;48;239
718;2026-03-09;18;31;240
719;2026-11-20;14;17;240
720;2025-12-25;7;23;240
721;2026-09-06;14;16;241
722;2025-12-12;10;19;241
723;2026-08-17;14;6;241
724;2026-09-29;5;31;242
725;2026-02-12;14;19;242
726;2026-06-21;18;40;242
727;2026-04-18;5;30;243
728;2026-02-01;7;36;243
729;2026-06-12;21;50;243
730;2026-05-16;10;8;244
731;2026-06-24;3;36;244
732;2026-10-15;14;27;244
733;2026-06-02;7;42;245
734;2026-04-03;21;12;245
735;2026-10-15;14;39;245
736;2026-01-20;21;8;246
737;2026-07-26;21;8;246
738;2026-02-21;7;14;246
739;2026-06-11;14;49;247
740;2026-07-06;10;45;247
741;2026-09-03;7;20;247
742;2025-12-11;5;17;248
743;2026-11-23;14;21;248
744;2026-06-29;21;24;248
745;2026-03-21;5;33;249
746;2026-03-12;3;19;249
747;2026-06-25;10;14;249
748;2026-02-04;7;27;250
749;2026-04-05;21;27;250
750;2026-06-18;14;49;250
751;2026-01-30;14;24;251
752;2026-06-30;7;11;251
753;2025-12-26;14;16;251
754;2026-07-20;18;9;252
755;2025-12-09;7;10;252
756;2026-06-26;7;7;252
757;2026-01-18;10;33;253
758;2026-07-22;10;35;253
759;2025-12-14;5;35;253
760;2026-05-05;18;50;254
761;2026-09-30;21;35;254
762;2026-06-07;18;21;254
763;2026-06-19;10;13;255
764;2026-01-29;10;40;255
765;2026-07-30;5;17;255
766;2025-12-20;10;38;256
767;2026-03-27;3;17;256
768;2025-12-07;7;5;256
769;2026-05-03;14;35;257
770;2026-07-07;18;25;257
771;2026-06-19;21;26;257
772;2026-10-29;18;26;258
773;2026-06-17;3;7;258
774;2026-04-18;7;35;258
775;2026-04-29;18;5;259
776;2025-12-13;14;33;259
777;2026-02-08;5;41;259
778;2026-08-09;7;44;260
779;2026-07-18;7;29;260
780;2026-04-21;21;14;260
781;2026-05-16;10;26;261
782;2026-10-02;7;34;261
783;2026-10-10;7;32;261
784;2026-06-04;14;15;262
785;2026-03-03;18;35;262
786;2026-05-10;14;18;262
787;2026-10-27;7;26;263
788;2026-10-20;5;40;263
789;2026-09-12;3;48;263
790;2026-05-22;14;48;264
791;2025-12-13;5;46;264
792;2026-08-19;21;24;264
793;2026-02-26;10;23;265
794;2026-01-25;3;8;265
795;2026-01-16;10;27;265
796;2026-09-19;14;32;266
797;2026-02-21;10;39;266
798;2026-01-23;5;46;266
799;2026-03-24;5;48;267
800;2026-03-24;10;45;267
801;2026-09-13;14;6;267
802;2026-08-08;10;16;268
803;2026-06-29;3;10;268
804;2026-03-02;5;15;268
805;2025-12-17;7;36;269
806;2026-06-25;14;43;269
807;2026-03-30;7;24;269
808;2026-08-21;5;30;270
809;2026-06-23;21;34;270
810;2026-05-07;18;25;270
811;2026-03-06;3;36;271
812;2026-04-21;18;8;271
813;2026-06-29;14;5;271
814;2026-03-01;18;34;272
815;2026-04-17;21;44;272
816;2026-09-03;5;44;272
817;2026-03-01;21;10;273
818;2026-06-06;7;17;273
819;2026-02-11;3;19;273
820;2025-12-09;21;42;274
821;2026-10-02;10;24;274
822;2026-11-18;10;20;274
823;2026-04-01;10;19;275
824;2026-07-07;10;29;275
825;2026-07-09;21;35;275
826;2026-11-23;14;17;276
827;2026-01-20;5;16;276
828;2026-08-03;5;49;276
829;2026-02-02;14;18;277
830;2026-09-22;7;20;277
831;2026-03-04;3;36;277
832;2026-01-09;7;32;278
833;2026-04-27;21;6;278
834;2026-08-30;3;44;278
835;2026-10-09;18;36;279
836;2026-09-03;5;48;279
837;2026-09-02;3;45;279
838;2026-08-13;14;31;280
839;2026-05-15;7;9;280
840;2026-02-09;14;17;280
841;2026-09-14;18;46;281
842;2026-01-26;18;50;281
843;2026-09-06;14;11;281
844;2026-01-04;18;17;282
845;2026-06-03;3;19;282
846;2025-12-17;18;36;282
847;2026-03-15;14;5;283
848;2026-05-10;7;6;283
849;2026-07-01;21;8;283
850;2026-01-11;7;44;284
851;2026-05-28;21;19;284
852;2026-01-19;7;19;284
853;2026-09-15;5;20;285
854;2026-08-22;5;26;285
855;2026-02-27;18;41;285
856;2025-12-23;10;46;286
857;2026-08-22;10;49;286
858;2026-08-01;5;24;286
859;2026-08-08;3;6;287
860;2026-09-10;3;24;287
861;2026-11-13;21;9;287
862;2026-02-19;21;34;288
863;2026-03-20;18;19;288
864;2026-10-19;10;23;288
865;2025-12-02;7;11;289
866;2026-01-05;3;16;289
867;2026-06-14;18;21;289
868;2026-11-11;10;49;290
869;2025-12-30;5;27;290
870;2026-01-25;3;8;290
871;2026-04-27;21;24;291
872;2026-01-07;14;14;291
873;2026-09-03;21;15;291
874;2026-03-19;3;5;292
875;2026-10-24;5;11;292
876;2026-01-16;18;44;292
877;2026-09-21;5;16;293
878;2026-06-04;18;12;293
879;2026-07-02;14;18;293
880;2026-09-23;3;45;294
881;2025-12-18;14;33;294
882;2026-01-23;14;31;294
883;2026-04-22;5;24;295
884;2026-07-07;3;20;295
885;2026-07-10;18;20;295
886;2026-03-30;5;13;296
887;2026-01-01;18;16;296
888;2026-07-15;5;48;296
889;2026-04-06;21;17;297
890;2026-05-11;5;6;297
891;2026-01-16;18;44;297
892;2026-02-20;3;39;298
893;2026-07-28;21;5;298
894;2026-02-24;21;42;298
895;2026-05-29;18;49;299
896;2025-12-15;3;26;299
897;2026-11-01;14;33;299
898;2026-07-19;10;10;300
899;2026-02-01;10;17;300
900;2026-08-08;14;15;300
901;2026-02-16;14;46;301
902;2026-09-25;7;27;301
903;2026-08-10;7;13;301
904;2026-10-03;7;20;302
905;2026-04-27;3;43;302
906;2026-04-10;10;26;302
907;2026-09-23;3;8;303
908;2026-01-16;5;27;303
909;2026-05-13;14;28;303
910;2025-12-25;10;9;304
911;2026-07-17;18;12;304
912;2026-05-12;5;18;304
913;2026-06-13;21;17;305
914;2026-05-14;3;44;305
915;2026-11-08;14;12;305
916;2025-12-31;7;46;306
917;2026-07-20;14;43;306
918;2026-03-30;21;34;306
919;2026-01-02;10;39;307
920;2026-03-29;21;26;307
921;2026-08-01;14;26;307
922;2026-04-12;5;11;308
923;2026-06-19;7;48;308
924;2026-06-28;21;10;308
925;2026-10-11;3;10;309
926;2026-09-23;14;17;309
927;2026-05-14;14;20;309
