IdWycieczki;Kraj;Miasto;Cena;Typ;IdPilota
138;Ireland;Cork;336;wypoczynkowa;35
139;India;Mumbai;295;wypoczynkowa;21
140;United Kingdom;Edinburgh;122;wypoczynkowa;29
141;Belgium;Brussels;231;wypoczynkowa;34
142;United Kingdom;London;302;objazdowa;16
143;Croatia;Split;370;tematyczna;8
144;Morocco;Casablanca;354;wypoczynkowa;35
145;France;Lyon;43;wypoczynkowa;17
146;Spain;Barcelona;271;tematyczna;6
147;Greece;Thessaloniki;188;city break;18
148;Sweden;Gothenburg;386;city break;32
149;Spain;Valencia;287;city break;2
150;Portugal;Porto;286;tematyczna;4
151;Iceland;Reykjavik;202;tematyczna;6
152;Italy;Rome;256;tematyczna;26
153;Austria;Vienna;60;wypoczynkowa;40
154;Belgium;Antwerp;170;objazdowa;38
155;Japan;Osaka;354;city break;19
156;Turkey;Antalya;399;tematyczna;25
157;Denmark;Copenhagen;123;wypoczynkowa;3
158;Ireland;Dublin;215;objazdowa;27
159;Belgium;Antwerp;359;objazdowa;37
160;France;Paris;393;wypoczynkowa;49
161;India;Delhi;361;city break;36
162;Germany;Munich;128;city break;3
163;Egypt;Cairo;269;city break;25
164;Italy;Rome;201;wypoczynkowa;12
165;Tunisia;Hammamet;337;objazdowa;20
166;Portugal;Porto;236;objazdowa;33
167;Italy;Venice;44;wypoczynkowa;50
168;Denmark;Copenhagen;226;city break;43
169;Germany;Hamburg;69;wypoczynkowa;5
170;Canada;Montreal;277;wypoczynkowa;37
171;Portugal;Porto;237;city break;4
172;Canada;Montreal;59;city break;26
173;Switzerland;Zurich;253;wypoczynkowa;41
174;Denmark;Aarhus;73;objazdowa;51
175;Canada;Toronto;135;tematyczna;32
176;Spain;Madrid;91;wypoczynkowa;7
177;France;Paris;217;objazdowa;9
178;Morocco;Marrakesh;357;objazdowa;44
179;Morocco;Marrakesh;299;city break;1
180;Spain;Valencia;320;city break;35
181;Austria;Vienna;180;tematyczna;1
182;Germany;Munich;200;wypoczynkowa;23
183;Morocco;Marrakesh;222;tematyczna;18
184;Poland;Krakow;321;city break;27
185;Italy;Milan;160;objazdowa;12
186;Japan;Tokyo;145;tematyczna;33
187;Japan;Tokyo;122;tematyczna;39
188;India;Mumbai;364;wypoczynkowa;23
189;China;Beijing;127;objazdowa;5
190;Italy;Milan;370;city break;36
191;Egypt;Hurghada;208;wypoczynkowa;17
192;Iceland;Reykjavik;282;objazdowa;5
193;Australia;Melbourne;65;tematyczna;18
194;France;Lyon;203;city break;37
195;China;Beijing;360;city break;42
196;USA;Miami;343;objazdowa;43
197;Egypt;Cairo;306;wypoczynkowa;34
198;Spain;Valencia;155;wypoczynkowa;37
199;USA;New York;187;objazdowa;19
200;China;Beijing;203;wypoczynkowa;8
201;Greece;Athens;236;wypoczynkowa;17
202;Ireland;Cork;273;wypoczynkowa;51
203;Czech Republic;Ostrava;215;city break;37
204;Spain;Barcelona;145;wypoczynkowa;30
205;Germany;Munich;200;objazdowa;52
206;Germany;Hamburg;73;wypoczynkowa;7
207;Tunisia;Hammamet;296;city break;32
208;Switzerland;Zurich;302;tematyczna;18
209;Egypt;Cairo;379;objazdowa;52
210;Switzerland;Geneva;150;objazdowa;50
211;Sweden;Stockholm;50;tematyczna;50
212;Switzerland;Geneva;187;wypoczynkowa;47
213;Australia;Melbourne;198;objazdowa;9
214;Denmark;Copenhagen;137;city break;9
215;Denmark;Aarhus;111;objazdowa;4
216;Morocco;Casablanca;259;wypoczynkowa;53
217;Switzerland;Zurich;328;tematyczna;20
218;Germany;Berlin;395;objazdowa;37
219;Croatia;Split;235;city break;54
220;Austria;Salzburg;241;wypoczynkowa;46
221;Netherlands;Rotterdam;341;tematyczna;55
222;India;Mumbai;174;wypoczynkowa;56
223;India;Mumbai;182;wypoczynkowa;40
224;Bulgaria;Burgas;122;city break;13
225;Egypt;Hurghada;54;city break;53
226;Morocco;Marrakesh;238;city break;57
227;Austria;Vienna;51;wypoczynkowa;47
228;France;Nice;257;city break;5
229;Greece;Athens;395;objazdowa;40
230;Italy;Rome;377;city break;56
231;India;Mumbai;280;city break;54
232;Belgium;Brussels;226;tematyczna;10
233;Spain;Valencia;343;objazdowa;55
234;Germany;Berlin;371;objazdowa;58
235;Croatia;Dubrovnik;69;tematyczna;58
236;Iceland;Reykjavik;381;tematyczna;30
237;China;Beijing;201;objazdowa;59
238;Croatia;Split;170;city break;53
239;Turkey;Antalya;314;city break;59
240;Japan;Osaka;293;wypoczynkowa;28
241;Poland;Warsaw;375;tematyczna;33
242;France;Lyon;354;objazdowa;60
243;Morocco;Marrakesh;278;tematyczna;51
244;Czech Republic;Ostrava;391;wypoczynkowa;22
245;Czech Republic;Ostrava;322;wypoczynkowa;58
246;Morocco;Casablanca;354;city break;55
247;Denmark;Copenhagen;116;tematyczna;54
248;Netherlands;Amsterdam;212;wypoczynkowa;22
249;China;Shanghai;219;wypoczynkowa;10
250;USA;Miami;115;wypoczynkowa;9
251;China;Shanghai;123;wypoczynkowa;55
252;Croatia;Split;46;wypoczynkowa;56
253;Tunisia;Hammamet;93;objazdowa;24
254;Germany;Hamburg;324;tematyczna;30
255;Germany;Hamburg;244;wypoczynkowa;21
256;Ireland;Cork;278;wypoczynkowa;61
257;Tunisia;Tunis;282;tematyczna;62
258;Norway;Oslo;326;objazdowa;62
259;Turkey;Istanbul;219;tematyczna;21
260;Czech Republic;Ostrava;374;tematyczna;60
261;Canada;Montreal;341;tematyczna;1
262;Spain;Barcelona;360;city break;59
263;India;Delhi;62;objazdowa;63
264;Morocco;Marrakesh;174;objazdowa;57
265;Norway;Bergen;63;tematyczna;27
266;India;Mumbai;82;city break;64
267;Czech Republic;Ostrava;147;objazdowa;41
268;Italy;Rome;289;objazdowa;64
269;Portugal;Lisbon;244;objazdowa;64
270;Poland;Gdansk;114;objazdowa;27
271;Turkey;Antalya;279;tematyczna;45
272;Canada;Montreal;400;city break;4
273;United Kingdom;London;398;tematyczna;20
274;France;Lyon;56;wypoczynkowa;61
275;Norway;Bergen;152;city break;65
276;Morocco;Marrakesh;119;city break;52
277;Ireland;Cork;351;tematyczna;64
278;Greece;Thessaloniki;311;objazdowa;2
279;Canada;Montreal;201;city break;66
280;Egypt;Cairo;342;wypoczynkowa;31
281;Turkey;Antalya;400;wypoczynkowa;44
282;Poland;Gdansk;148;city break;42
283;Norway;Bergen;85;tematyczna;67
284;France;Paris;395;wypoczynkowa;25
285;Canada;Toronto;98;objazdowa;48
286;Spain;Barcelona;195;wypoczynkowa;23
287;Australia;Sydney;62;objazdowa;22
288;France;Paris;389;tematyczna;32
289;Germany;Hamburg;258;tematyczna;68
290;Germany;Munich;226;objazdowa;63
291;Egypt;Cairo;315;wypoczynkowa;68
292;India;Mumbai;235;objazdowa;14
293;Germany;Hamburg;233;wypoczynkowa;55
294;Bulgaria;Burgas;180;wypoczynkowa;41
295;Egypt;Cairo;349;city break;38
296;Italy;Venice;212;objazdowa;66
297;Portugal;Lisbon;332;objazdowa;69
298;Italy;Venice;283;city break;48
299;Croatia;Dubrovnik;200;objazdowa;14
300;India;Mumbai;252;city break;67
301;Netherlands;Amsterdam;212;objazdowa;43
302;Austria;Salzburg;225;wypoczynkowa;4
303;Poland;Krakow;255;objazdowa;67
304;Canada;Montreal;312;wypoczynkowa;29
305;India;Delhi;125;city break;70
306;Germany;Munich;140;wypoczynkowa;46
307;Turkey;Antalya;238;objazdowa;11
308;Netherlands;Amsterdam;224;wypoczynkowa;1
309;Greece;Athens;192;objazdowa;69
310;United Kingdom;Manchester;96;tematyczna;43
311;Austria;Salzburg;257;objazdowa;70
312;Poland;Gdansk;248;tematyczna;34
313;Bulgaria;Burgas;386;objazdowa;12
314;Greece;Thessaloniki;153;city break;63
315;Ireland;Cork;131;objazdowa;58
316;Australia;Sydney;271;wypoczynkowa;66
317;Japan;Osaka;219;tematyczna;68
318;Germany;Berlin;257;wypoczynkowa;12
319;Bulgaria;Burgas;251;city break;65
320;Austria;Salzburg;379;objazdowa;28
321;Austria;Vienna;103;city break;50
322;France;Paris;122;city break;71
323;Greece;Athens;79;city break;65
324;Belgium;Antwerp;264;city break;72
325;Poland;Gdansk;230;city break;50
326;Australia;Melbourne;238;wypoczynkowa;73
327;Italy;Venice;150;wypoczynkowa;72
328;Croatia;Split;371;objazdowa;25
329;France;Paris;183;city break;39
330;Portugal;Porto;322;city break;68
331;Poland;Warsaw;195;tematyczna;65
332;Bulgaria;Burgas;269;tematyczna;71
333;Italy;Rome;300;objazdowa;64
334;Greece;Thessaloniki;277;tematyczna;21
335;Morocco;Casablanca;58;objazdowa;71
336;Switzerland;Zurich;397;objazdowa;70
337;USA;Miami;295;objazdowa;74
338;Tunisia;Hammamet;287;wypoczynkowa;6
339;Norway;Bergen;266;tematyczna;3
340;Ireland;Cork;153;tematyczna;75
341;Japan;Tokyo;122;wypoczynkowa;23
342;Switzerland;Geneva;198;tematyczna;29
343;Australia;Melbourne;286;wypoczynkowa;19
344;USA;Miami;60;tematyczna;74
345;Morocco;Marrakesh;78;objazdowa;73
346;USA;Miami;170;tematyczna;61
347;Spain;Barcelona;96;wypoczynkowa;42
348;Spain;Madrid;200;tematyczna;49
349;Poland;Warsaw;138;city break;62
350;Egypt;Cairo;185;wypoczynkowa;13
351;Japan;Osaka;169;city break;15
352;Belgium;Antwerp;48;city break;47
353;France;Nice;261;objazdowa;5
354;Belgium;Antwerp;264;tematyczna;66
355;Japan;Osaka;244;wypoczynkowa;11
356;Denmark;Aarhus;197;wypoczynkowa;56
357;Italy;Venice;310;wypoczynkowa;76
358;Switzerland;Zurich;340;tematyczna;49
359;India;Delhi;186;city break;56
360;Canada;Toronto;244;city break;65
361;China;Shanghai;205;tematyczna;76
362;Norway;Bergen;331;city break;76
363;United Kingdom;Edinburgh;122;wypoczynkowa;68
364;Morocco;Casablanca;50;wypoczynkowa;49
365;Poland;Krakow;180;city break;13
366;Iceland;Reykjavik;68;wypoczynkowa;69
367;Bulgaria;Sofia;179;objazdowa;71
368;Netherlands;Rotterdam;398;tematyczna;77
369;Iceland;Akureyri;377;objazdowa;28
370;Japan;Tokyo;233;city break;61
371;Tunisia;Tunis;233;wypoczynkowa;11
372;Australia;Melbourne;305;city break;77
373;Iceland;Reykjavik;211;city break;78
374;Denmark;Copenhagen;241;city break;70
375;China;Shanghai;135;wypoczynkowa;78
376;Croatia;Dubrovnik;332;wypoczynkowa;21
377;Turkey;Antalya;377;tematyczna;8
378;China;Beijing;231;wypoczynkowa;60
379;Germany;Munich;258;city break;42
380;Morocco;Casablanca;189;tematyczna;14
381;Ireland;Cork;265;tematyczna;75
382;Canada;Montreal;54;objazdowa;79
383;Italy;Milan;157;tematyczna;67
384;France;Lyon;284;tematyczna;72
385;Turkey;Antalya;236;tematyczna;77
386;Croatia;Split;251;wypoczynkowa;62
387;Austria;Salzburg;391;objazdowa;78
388;Egypt;Hurghada;188;objazdowa;80
389;India;Mumbai;65;tematyczna;80
390;China;Shanghai;196;city break;12
391;Croatia;Split;95;city break;77
392;Belgium;Brussels;117;objazdowa;63
393;Switzerland;Zurich;287;tematyczna;76
394;Croatia;Split;304;city break;50
395;Ireland;Dublin;340;tematyczna;40
396;Iceland;Akureyri;83;objazdowa;66
397;Morocco;Marrakesh;170;objazdowa;81
398;Ireland;Dublin;261;objazdowa;73
399;Denmark;Copenhagen;146;tematyczna;40
400;Bulgaria;Sofia;110;objazdowa;59
401;Switzerland;Geneva;116;tematyczna;72
402;Netherlands;Amsterdam;262;city break;36
403;Turkey;Istanbul;322;tematyczna;81
404;Morocco;Casablanca;397;tematyczna;82
405;India;Delhi;268;wypoczynkowa;5
406;Sweden;Gothenburg;123;objazdowa;74
407;Spain;Barcelona;310;tematyczna;69
408;Egypt;Cairo;79;objazdowa;8
409;Belgium;Brussels;190;tematyczna;79
410;Spain;Valencia;113;wypoczynkowa;81
411;Japan;Tokyo;246;objazdowa;19
412;Morocco;Casablanca;50;wypoczynkowa;29
413;Netherlands;Rotterdam;192;tematyczna;80
414;Switzerland;Geneva;241;city break;73
415;Greece;Thessaloniki;186;wypoczynkowa;76
416;Italy;Milan;358;objazdowa;18
417;United Kingdom;Manchester;374;wypoczynkowa;71
418;Croatia;Dubrovnik;290;tematyczna;39
419;Egypt;Cairo;293;city break;35
420;India;Mumbai;220;tematyczna;62
421;Denmark;Aarhus;183;wypoczynkowa;73
422;Austria;Salzburg;399;city break;72
423;Portugal;Lisbon;63;tematyczna;83
424;Norway;Oslo;168;city break;21
425;India;Mumbai;175;city break;80
426;India;Delhi;400;city break;57
427;Canada;Toronto;50;tematyczna;83
428;Morocco;Casablanca;169;city break;38
429;Bulgaria;Burgas;80;objazdowa;82
430;Germany;Hamburg;161;city break;83
431;France;Nice;368;tematyczna;79
432;India;Mumbai;200;city break;84
433;Denmark;Copenhagen;183;objazdowa;12
434;China;Shanghai;365;wypoczynkowa;85
435;Germany;Berlin;382;wypoczynkowa;86
436;Morocco;Casablanca;123;city break;87
437;Australia;Melbourne;60;tematyczna;21
438;Netherlands;Rotterdam;339;wypoczynkowa;83
439;Tunisia;Hammamet;129;city break;76
440;Italy;Milan;237;wypoczynkowa;85
441;Egypt;Hurghada;370;wypoczynkowa;23
442;France;Nice;63;tematyczna;86
443;Japan;Tokyo;364;wypoczynkowa;78
444;Tunisia;Hammamet;301;tematyczna;27
445;Norway;Bergen;383;tematyczna;75
446;Austria;Vienna;205;city break;65
447;Poland;Warsaw;120;objazdowa;70
448;Germany;Berlin;135;city break;14
449;Austria;Vienna;272;tematyczna;59
450;Germany;Munich;388;tematyczna;48
451;Canada;Toronto;172;wypoczynkowa;62
452;France;Lyon;211;wypoczynkowa;86
453;Croatia;Split;354;city break;87
454;Belgium;Brussels;396;city break;72
455;Australia;Sydney;180;city break;82
456;Czech Republic;Prague;125;objazdowa;85
457;Denmark;Copenhagen;148;objazdowa;75
458;Belgium;Antwerp;50;wypoczynkowa;82
459;China;Beijing;199;wypoczynkowa;87
460;Turkey;Antalya;175;city break;84
461;India;Delhi;175;wypoczynkowa;14
462;France;Nice;131;wypoczynkowa;36
463;Belgium;Brussels;153;objazdowa;32
464;Spain;Valencia;180;objazdowa;88
465;France;Lyon;236;city break;89
466;Tunisia;Hammamet;170;wypoczynkowa;55
467;Croatia;Split;370;wypoczynkowa;90
468;Canada;Montreal;73;tematyczna;38
469;Egypt;Hurghada;380;objazdowa;17
470;Bulgaria;Sofia;89;tematyczna;91
471;USA;New York;362;tematyczna;89
472;Belgium;Brussels;299;wypoczynkowa;4
473;Czech Republic;Prague;108;tematyczna;77
474;Netherlands;Amsterdam;89;wypoczynkowa;76
475;Bulgaria;Sofia;90;wypoczynkowa;88
476;Canada;Montreal;170;objazdowa;53
477;India;Delhi;286;wypoczynkowa;84
478;Portugal;Porto;274;wypoczynkowa;92
479;Turkey;Antalya;289;objazdowa;93
480;Turkey;Istanbul;96;objazdowa;90
481;Switzerland;Zurich;70;tematyczna;37
482;Norway;Bergen;175;tematyczna;91
483;Austria;Vienna;155;city break;23
484;Croatia;Split;223;city break;53
485;Australia;Melbourne;211;objazdowa;44
486;Sweden;Stockholm;67;tematyczna;85
487;Poland;Krakow;346;wypoczynkowa;63
488;Morocco;Casablanca;191;tematyczna;44
489;China;Shanghai;215;tematyczna;80
490;Norway;Oslo;342;objazdowa;26
491;Turkey;Istanbul;70;wypoczynkowa;47
492;Portugal;Lisbon;108;tematyczna;45
493;Bulgaria;Sofia;396;city break;94
494;Turkey;Antalya;285;wypoczynkowa;20
495;Egypt;Cairo;197;city break;95
496;Croatia;Split;312;wypoczynkowa;79
497;China;Beijing;349;city break;94
498;Egypt;Cairo;75;city break;89
499;Switzerland;Zurich;284;objazdowa;65
500;Italy;Venice;132;tematyczna;51
501;Poland;Gdansk;244;wypoczynkowa;67
502;Japan;Tokyo;197;city break;95
503;Portugal;Porto;61;wypoczynkowa;88
504;Canada;Montreal;274;objazdowa;96
505;Croatia;Dubrovnik;300;wypoczynkowa;95
506;India;Mumbai;257;city break;97
507;Norway;Bergen;86;objazdowa;97
508;Poland;Warsaw;303;city break;94
509;Turkey;Istanbul;382;objazdowa;97
510;Czech Republic;Ostrava;176;objazdowa;41
511;Denmark;Copenhagen;322;tematyczna;98
512;Germany;Berlin;48;objazdowa;41
513;Germany;Munich;277;objazdowa;82
514;Croatia;Dubrovnik;341;city break;70
515;Bulgaria;Burgas;244;wypoczynkowa;99
516;Bulgaria;Burgas;303;objazdowa;3
517;Tunisia;Hammamet;255;wypoczynkowa;100
518;United Kingdom;Edinburgh;202;city break;17
519;Australia;Sydney;284;objazdowa;81
520;Portugal;Porto;228;city break;93
521;Canada;Montreal;234;wypoczynkowa;96
522;India;Mumbai;280;objazdowa;101
523;India;Delhi;263;city break;7
524;Italy;Venice;121;city break;88
525;Netherlands;Rotterdam;239;city break;92
526;USA;New York;68;city break;52
527;Austria;Salzburg;156;tematyczna;38
528;Poland;Krakow;285;city break;49
529;Ireland;Dublin;283;city break;89
530;Egypt;Cairo;197;wypoczynkowa;76
531;Sweden;Gothenburg;224;city break;89
532;Bulgaria;Burgas;79;tematyczna;25
533;Croatia;Dubrovnik;151;city break;76
534;Iceland;Akureyri;367;city break;53
535;Denmark;Aarhus;385;city break;101
536;France;Paris;308;tematyczna;71
537;Ireland;Cork;382;city break;98
538;Croatia;Split;203;tematyczna;102
539;Spain;Barcelona;144;objazdowa;100
540;Italy;Rome;358;tematyczna;103
541;Turkey;Antalya;100;tematyczna;104
542;Belgium;Brussels;206;city break;98
543;Spain;Valencia;222;city break;7
544;Bulgaria;Burgas;373;city break;101
545;Morocco;Casablanca;159;city break;80
546;Poland;Warsaw;354;city break;60
547;Belgium;Antwerp;331;objazdowa;105
548;Denmark;Copenhagen;92;city break;97
549;Morocco;Casablanca;49;city break;35
550;USA;New York;50;city break;47
551;Morocco;Casablanca;42;wypoczynkowa;80
552;Portugal;Porto;391;wypoczynkowa;17
553;Switzerland;Zurich;193;tematyczna;51
554;Japan;Tokyo;203;city break;96
555;Denmark;Copenhagen;184;objazdowa;43
556;Austria;Salzburg;71;city break;88
557;Japan;Osaka;290;city break;105
558;India;Delhi;221;wypoczynkowa;43
559;Austria;Salzburg;320;city break;104
560;Austria;Salzburg;114;objazdowa;36
561;Austria;Vienna;296;wypoczynkowa;90
562;Belgium;Antwerp;325;objazdowa;55
563;Germany;Berlin;162;wypoczynkowa;57
564;Belgium;Brussels;234;wypoczynkowa;8
565;France;Nice;55;city break;7
566;Turkey;Antalya;398;tematyczna;106
567;Portugal;Porto;241;objazdowa;92
568;Italy;Venice;398;tematyczna;106
569;Greece;Athens;133;tematyczna;40
570;Spain;Barcelona;372;wypoczynkowa;90
571;Turkey;Istanbul;169;objazdowa;40
572;Switzerland;Zurich;289;city break;99
573;China;Beijing;181;tematyczna;105
574;United Kingdom;Edinburgh;160;city break;95
575;Ireland;Dublin;129;city break;32
576;Tunisia;Tunis;61;city break;102
577;Austria;Salzburg;81;wypoczynkowa;8
578;United Kingdom;London;251;objazdowa;68
579;Turkey;Istanbul;259;city break;83
580;Japan;Tokyo;387;tematyczna;94
581;India;Delhi;381;tematyczna;107
582;Japan;Tokyo;59;tematyczna;100
583;United Kingdom;Edinburgh;70;wypoczynkowa;47
584;Morocco;Marrakesh;211;tematyczna;17
585;Sweden;Gothenburg;122;tematyczna;37
586;Japan;Tokyo;197;city break;101
587;Norway;Oslo;86;objazdowa;106
588;Denmark;Copenhagen;238;objazdowa;10
589;Italy;Venice;282;wypoczynkowa;107
590;Tunisia;Hammamet;366;tematyczna;102
591;Greece;Thessaloniki;310;wypoczynkowa;50
592;Denmark;Aarhus;342;wypoczynkowa;108
593;Ireland;Cork;371;tematyczna;73
594;Ireland;Cork;46;tematyczna;109
595;Iceland;Reykjavik;371;wypoczynkowa;91
596;Poland;Warsaw;156;wypoczynkowa;93
597;China;Shanghai;88;city break;9
598;Japan;Osaka;339;city break;109
599;Egypt;Hurghada;72;objazdowa;10
600;Austria;Vienna;393;wypoczynkowa;109
601;Denmark;Copenhagen;226;tematyczna;108
602;Tunisia;Hammamet;352;tematyczna;1
603;Canada;Toronto;52;city break;84
604;United Kingdom;Edinburgh;342;objazdowa;93
605;Czech Republic;Ostrava;224;wypoczynkowa;110
606;Spain;Madrid;317;tematyczna;49
607;Tunisia;Tunis;112;city break;73
608;Canada;Toronto;290;wypoczynkowa;10
609;United Kingdom;Manchester;331;tematyczna;85
610;Portugal;Porto;143;wypoczynkowa;88
611;Poland;Krakow;98;tematyczna;103
612;Croatia;Dubrovnik;366;city break;111
613;Canada;Montreal;81;city break;104
614;Belgium;Brussels;136;objazdowa;102
615;Greece;Thessaloniki;238;objazdowa;112
616;Australia;Melbourne;361;city break;113
617;Australia;Sydney;228;wypoczynkowa;16
618;China;Beijing;314;city break;18
619;Portugal;Lisbon;257;tematyczna;24
620;Spain;Madrid;108;objazdowa;55
621;India;Delhi;295;wypoczynkowa;114
622;Greece;Thessaloniki;114;tematyczna;31
623;Norway;Bergen;315;tematyczna;67
624;Belgium;Antwerp;247;objazdowa;115
625;India;Mumbai;304;objazdowa;110
626;Turkey;Istanbul;40;tematyczna;86
627;Iceland;Reykjavik;306;city break;102
628;Germany;Berlin;389;wypoczynkowa;116
629;Greece;Athens;40;city break;113
630;Denmark;Copenhagen;347;objazdowa;112
631;France;Nice;399;objazdowa;110
632;Belgium;Brussels;379;city break;107
633;Denmark;Aarhus;109;tematyczna;96
634;Croatia;Split;129;city break;111
635;USA;New York;361;wypoczynkowa;101
636;Croatia;Split;214;wypoczynkowa;115
637;Sweden;Gothenburg;256;wypoczynkowa;54
638;USA;Miami;267;city break;117
639;Switzerland;Geneva;310;city break;91
640;Turkey;Istanbul;293;tematyczna;99
