Miejscowosc;Termin;Cena;LiczbaOsob
Gdansk;2020-04-10;332;37
Gdansk;2020-01-12;332;41
Gdansk;2024-01-10;332;8
Gdansk;2025-07-24;332;30
Gdansk;2024-06-30;332;18
Lisbon;2022-10-31;278;22
Lisbon;2024-05-16;278;19
Lisbon;2022-03-21;278;16
Lisbon;2024-12-26;278;6
Lisbon;2020-11-28;278;19
Lisbon;2024-05-09;278;3
Lisbon;2023-05-24;278;30
Lisbon;2021-06-27;278;16
Lisbon;2020-04-23;278;7
Lisbon;2025-12-10;278;21
Lisbon;2024-05-07;278;10
Lisbon;2024-01-25;278;22
Lisbon;2024-09-23;278;10
Copenhagen;2021-07-30;244;4
Copenhagen;2025-04-23;244;34
Copenhagen;2023-08-31;244;7
Copenhagen;2025-10-21;244;6
Shanghai;2025-12-28;287;8
Shanghai;2022-09-28;287;19
Shanghai;2021-04-30;287;35
Shanghai;2025-02-20;287;9
Shanghai;2024-08-26;287;45
Edinburgh;2025-01-12;172;5
Edinburgh;2022-01-31;172;15
Edinburgh;2024-03-30;172;23
Edinburgh;2020-03-06;172;7
Mumbai;2022-07-15;55;25
Mumbai;2023-04-12;55;34
Mumbai;2022-05-01;55;13
Mumbai;2024-10-10;55;18
Mumbai;2025-11-30;55;12
Mumbai;2025-09-08;55;31
Mumbai;2022-05-07;55;3
Mumbai;2021-03-10;55;19
Tokyo;2025-04-02;346;20
Tokyo;2020-02-01;346;9
Aarhus;2020-05-10;250;10
Aarhus;2024-03-18;250;13
Aarhus;2022-03-25;250;29
Aarhus;2020-11-06;250;18
Aarhus;2022-08-10;250;28
Aarhus;2025-06-21;250;14
Tunis;2024-12-26;227;8
Tunis;2024-10-27;227;7
Tunis;2024-03-23;227;16
Tunis;2025-12-08;227;23
Tunis;2020-04-13;227;15
Tunis;2021-10-22;227;5
Tunis;2024-03-15;227;5
Tunis;2024-07-12;227;26
Tunis;2022-02-12;227;8
Vienna;2025-10-12;132;33
Vienna;2020-11-08;132;2
Lisbon;2024-02-04;81;23
Lisbon;2025-01-20;81;17
Lisbon;2022-05-25;81;19
Lisbon;2020-08-12;81;25
Lisbon;2020-05-21;81;12
Lisbon;2022-09-10;81;12
Lisbon;2023-11-11;81;20
Lisbon;2022-10-29;81;31
Shanghai;2025-09-13;100;8
Shanghai;2025-09-22;100;29
Hamburg;2025-11-02;63;11
Hamburg;2024-06-19;63;21
Hamburg;2024-03-26;63;26
Hamburg;2025-09-13;63;17
Hamburg;2024-08-12;63;18
Hamburg;2023-02-19;63;22
Hamburg;2021-12-25;63;12
Hamburg;2023-03-21;63;23
Hamburg;2025-02-17;63;12
Hamburg;2025-08-11;63;8
Hamburg;2025-12-30;63;17
Beijing;2020-02-20;283;9
Beijing;2022-05-22;283;8
Oslo;2022-06-26;167;37
Oslo;2024-09-18;167;3
Montreal;2022-02-09;129;13
Montreal;2025-08-02;129;30
Montreal;2025-08-21;129;36
Gothenburg;2024-03-26;205;21
Gothenburg;2022-12-28;205;6
Gothenburg;2022-07-16;205;14
Gothenburg;2023-06-19;205;17
Gothenburg;2025-03-20;205;16
Gothenburg;2025-09-23;205;11
Gothenburg;2021-07-18;205;7
Gothenburg;2021-02-03;205;30
Gothenburg;2021-11-11;205;11
Shanghai;2024-09-12;135;18
Shanghai;2025-12-16;135;37
Shanghai;2025-01-03;135;36
Shanghai;2025-08-01;135;11
Shanghai;2022-01-01;135;7
Shanghai;2021-06-13;135;22
Shanghai;2022-06-21;135;12
Shanghai;2022-05-01;135;3
Shanghai;2020-01-14;135;36
Vienna;2022-05-21;80;13
Vienna;2022-01-20;80;22
Vienna;2025-07-24;80;2
Osaka;2020-12-16;262;38
Osaka;2020-01-22;262;5
Osaka;2025-02-14;262;36
Osaka;2020-06-06;262;18
Osaka;2024-10-28;262;23
Osaka;2024-05-06;262;9
Osaka;2023-01-06;262;23
Bergen;2023-09-18;248;26
Bergen;2025-03-12;248;41
Bergen;2020-07-28;248;35
Bergen;2022-09-12;248;30
Bergen;2025-07-27;248;29
Bergen;2022-01-30;248;15
Bergen;2022-08-26;248;22
Montreal;2025-01-17;299;16
Montreal;2025-06-17;299;8
Montreal;2024-10-01;299;9
Montreal;2023-06-11;299;18
Montreal;2022-02-13;299;21
Montreal;2023-01-11;299;25
Montreal;2023-07-14;299;31
Montreal;2022-07-10;299;4
Montreal;2021-05-21;299;37
Montreal;2021-04-12;299;9
Montreal;2020-09-10;299;17
Montreal;2025-12-17;299;11
Montreal;2025-04-23;299;33
Montreal;2024-09-18;299;7
Edinburgh;2023-08-30;277;34
Thessaloniki;2021-03-27;295;14
Thessaloniki;2023-11-17;295;7
Thessaloniki;2020-12-03;295;18
Thessaloniki;2022-11-15;295;32
Thessaloniki;2020-03-15;295;25
Thessaloniki;2022-08-26;295;7
Thessaloniki;2024-01-02;295;15
Thessaloniki;2022-12-08;295;9
Thessaloniki;2021-09-03;295;4
Thessaloniki;2022-04-05;295;25
Thessaloniki;2024-03-19;295;19
Thessaloniki;2021-07-06;295;12
Thessaloniki;2020-03-29;295;27
Thessaloniki;2024-11-09;295;6
Shanghai;2023-04-19;43;20
Athens;2022-04-18;328;13
Athens;2023-07-19;328;5
Athens;2021-04-22;328;41
Athens;2023-09-26;328;37
Athens;2021-09-28;328;25
Athens;2025-01-26;328;43
Athens;2025-01-28;328;14
Athens;2021-03-21;328;25
Athens;2022-02-17;328;20
Athens;2025-10-25;328;10
Athens;2021-02-20;328;3
Athens;2023-06-17;328;3
Split;2025-02-11;182;4
Split;2023-01-27;182;22
Split;2023-08-26;182;9
Nice;2025-11-20;255;18
Nice;2024-09-29;255;17
Nice;2025-01-31;255;30
Nice;2024-07-30;255;32
Nice;2023-12-30;255;4
Nice;2022-01-23;255;18
Nice;2023-02-20;255;30
Nice;2025-07-27;255;15
Nice;2021-09-15;255;15
Nice;2025-11-08;255;11
Nice;2024-09-12;255;28
Nice;2024-12-08;255;12
Nice;2020-01-15;255;17
Nice;2022-01-07;255;13
Zurich;2023-01-01;382;11
Zurich;2023-04-04;382;31
Zurich;2022-12-22;382;16
Zurich;2022-03-28;382;14
Zurich;2022-09-14;382;17
Zurich;2020-05-28;382;7
Zurich;2021-05-05;382;18
Zurich;2024-02-04;382;22
Zurich;2024-03-06;382;28
Oslo;2022-05-06;325;33
Oslo;2023-10-27;325;27
Oslo;2024-11-25;325;6
Oslo;2021-07-08;325;23
Oslo;2020-10-22;325;14
Oslo;2022-11-28;325;3
Oslo;2025-02-05;325;8
Oslo;2021-09-09;325;30
Oslo;2024-09-12;325;11
Copenhagen;2020-03-21;259;5
Copenhagen;2020-03-26;259;30
Copenhagen;2023-08-30;259;37
Copenhagen;2024-06-23;259;16
Copenhagen;2023-03-26;259;11
Copenhagen;2025-02-22;259;24
Copenhagen;2023-03-31;259;11
Copenhagen;2025-11-15;259;5
Copenhagen;2025-06-17;259;6
Copenhagen;2025-12-20;259;8
Copenhagen;2025-05-27;332;4
Copenhagen;2020-04-22;332;22
Copenhagen;2023-06-28;332;29
Copenhagen;2023-07-29;332;8
Copenhagen;2023-07-26;332;2
Copenhagen;2020-11-17;332;18
Copenhagen;2024-07-07;332;13
Copenhagen;2024-01-03;332;12
Copenhagen;2023-04-13;332;15
Copenhagen;2021-07-31;332;29
Copenhagen;2024-02-20;332;19
Copenhagen;2024-12-04;332;18
Toronto;2025-06-28;148;2
Toronto;2024-02-28;148;17
Toronto;2022-07-24;148;26
Paris;2021-03-14;215;19
Paris;2023-10-19;215;27
Paris;2024-08-13;215;16
Akureyri;2023-03-01;120;42
Akureyri;2020-12-28;120;4
Akureyri;2021-04-24;120;12
Akureyri;2023-04-24;120;24
Akureyri;2025-01-01;120;18
Akureyri;2021-08-10;120;30
Akureyri;2022-01-28;120;40
Akureyri;2023-02-14;120;8
Akureyri;2023-01-22;120;29
Toronto;2021-01-20;387;9
Toronto;2022-09-19;387;6
Toronto;2024-11-08;387;39
Toronto;2023-12-20;387;17
Toronto;2022-04-23;387;25
Toronto;2023-11-13;387;32
Toronto;2025-06-16;387;4
Toronto;2025-11-11;387;23
Toronto;2021-11-01;387;19
Toronto;2021-03-16;387;38
Toronto;2021-06-21;387;4
Toronto;2021-08-06;387;31
Toronto;2025-08-13;387;11
Toronto;2021-08-21;387;3
Toronto;2022-11-16;387;24
Athens;2021-06-27;297;6
Porto;2022-05-05;193;30
Porto;2021-01-25;193;26
Porto;2024-07-01;193;25
Osaka;2022-11-13;74;11
Osaka;2021-07-12;74;7
Osaka;2024-07-05;74;44
Osaka;2024-10-15;74;22
Osaka;2025-01-09;74;11
Osaka;2025-09-25;74;23
Osaka;2021-11-26;74;13
Osaka;2021-06-17;74;10
Istanbul;2021-09-24;48;22
Istanbul;2023-01-31;48;13
Istanbul;2022-05-28;48;38
Istanbul;2020-12-28;48;9
Istanbul;2022-07-30;48;17
Istanbul;2020-07-26;48;19
Rome;2021-12-20;126;19
Hurghada;2020-01-20;86;32
Hurghada;2021-07-03;86;28
Hurghada;2020-09-11;86;4
Casablanca;2022-11-23;282;15
Casablanca;2021-02-07;282;22
Casablanca;2022-03-14;282;25
Casablanca;2020-08-05;282;12
Casablanca;2025-11-14;282;41
Casablanca;2025-12-18;282;23
Casablanca;2022-08-26;282;31
Casablanca;2024-07-03;282;30
Casablanca;2025-02-11;282;10
Casablanca;2025-09-25;282;38
Osaka;2023-09-10;91;5
Osaka;2021-09-30;91;18
Osaka;2023-02-13;91;16
Osaka;2024-04-16;91;17
Osaka;2022-05-31;91;4
Osaka;2021-09-22;91;40
Osaka;2021-11-27;91;3
Osaka;2022-08-10;91;20
Osaka;2023-01-15;91;15
Osaka;2024-11-14;91;17
Osaka;2021-10-16;91;3
Osaka;2022-02-16;91;14
Dublin;2025-11-19;291;16
Rome;2023-05-26;397;34
Gdansk;2025-09-24;64;7
Gdansk;2024-11-28;64;36
Gdansk;2022-09-11;64;8
Gdansk;2025-10-12;64;19
Gdansk;2024-07-21;64;7
Gdansk;2025-11-30;64;4
Gdansk;2025-01-04;64;16
Gdansk;2024-09-18;64;43
Gdansk;2025-01-07;64;9
Gdansk;2025-03-06;64;10
Gdansk;2022-05-31;64;12
Akureyri;2025-03-15;44;12
Gothenburg;2025-12-17;181;20
Gothenburg;2025-08-10;181;11
Gothenburg;2024-10-08;181;8
Gothenburg;2023-10-01;181;10
Gothenburg;2021-04-03;181;5
Istanbul;2022-08-29;312;24
Istanbul;2024-08-08;312;29
Istanbul;2022-04-16;312;11
Istanbul;2021-01-24;312;43
Istanbul;2022-09-12;312;21
Istanbul;2024-12-10;312;26
Istanbul;2025-06-22;312;43
Istanbul;2020-03-27;312;24
Istanbul;2025-02-23;312;19
Istanbul;2021-10-26;312;21
Dubrovnik;2021-04-30;183;23
Dubrovnik;2022-07-06;183;16
Dubrovnik;2021-02-27;183;11
Dubrovnik;2024-08-29;183;4
Dubrovnik;2023-10-17;183;26
Dubrovnik;2025-10-20;183;13
Milan;2025-02-13;336;12
Milan;2025-01-12;336;9
Manchester;2024-01-12;273;46
Manchester;2023-11-04;273;18
Manchester;2021-12-06;273;10
Manchester;2024-08-12;273;23
Manchester;2024-10-11;273;10
Manchester;2022-10-01;273;28
Manchester;2024-09-05;273;43
Manchester;2023-02-18;273;19
Manchester;2024-07-30;273;19
Manchester;2024-12-17;273;26
Manchester;2024-05-21;273;21
Manchester;2021-05-01;273;12
Manchester;2023-08-02;273;21
Manchester;2020-01-26;273;8
Marrakesh;2025-02-15;166;10
Marrakesh;2025-10-06;166;27
Marrakesh;2023-08-24;166;24
Marrakesh;2023-10-12;166;38
Marrakesh;2025-01-18;166;13
Marrakesh;2023-07-16;166;23
Hurghada;2025-10-21;322;25
Hurghada;2020-06-25;322;11
Hurghada;2021-04-28;322;19
Hurghada;2025-07-22;322;9
Hurghada;2025-05-20;322;6
Hurghada;2023-03-12;322;21
Hurghada;2021-07-05;322;23
Krakow;2020-08-02;87;8
Paris;2025-03-26;279;16
Paris;2024-04-11;279;11
Paris;2020-04-24;279;7
Paris;2025-01-15;279;6
Paris;2022-07-29;279;9
Paris;2021-09-09;279;19
Paris;2024-08-21;279;4
Paris;2020-08-17;279;36
Paris;2021-11-19;279;2
Paris;2020-02-04;279;7
Paris;2020-04-27;279;25
Paris;2021-03-02;279;30
Ostrava;2024-10-15;138;9
Ostrava;2025-03-20;138;20
Ostrava;2025-06-06;138;4
Ostrava;2022-03-01;138;29
Ostrava;2020-12-30;138;3
Ostrava;2022-06-14;138;36
Ostrava;2022-01-02;138;18
Ostrava;2023-04-19;138;45
Ostrava;2023-08-10;138;23
Ostrava;2022-02-26;138;3
Ostrava;2025-06-04;138;14
Ostrava;2023-12-28;138;15
Manchester;2023-07-04;351;10
Manchester;2022-05-15;351;7
Manchester;2024-12-29;351;31
Manchester;2020-09-28;351;24
Manchester;2022-05-16;351;35
Manchester;2021-06-08;351;24
Manchester;2020-09-17;351;36
Manchester;2025-09-05;351;17
Manchester;2023-07-18;351;20
Manchester;2020-04-26;351;7
Manchester;2024-01-21;351;37
Manchester;2024-09-22;351;17
Rotterdam;2021-03-11;362;10
Rotterdam;2022-01-30;362;4
Rotterdam;2025-06-18;362;12
Rotterdam;2025-12-29;362;32
Rotterdam;2025-10-27;362;29
Rotterdam;2024-07-16;362;11
Rotterdam;2022-05-31;362;12
Cairo;2020-05-04;72;25
Cairo;2024-07-19;72;7
Cairo;2025-11-06;72;34
Cairo;2020-02-03;72;38
Cairo;2024-11-14;72;31
Cairo;2022-10-16;72;28
Cairo;2023-03-08;72;34
Thessaloniki;2021-02-11;174;11
Thessaloniki;2024-01-01;174;3
Thessaloniki;2024-06-15;174;15
Thessaloniki;2021-10-28;174;35
Thessaloniki;2024-05-10;174;23
Thessaloniki;2024-03-09;174;33
Thessaloniki;2025-12-14;174;11
Thessaloniki;2021-10-01;174;41
Thessaloniki;2022-07-02;174;4
Thessaloniki;2025-09-24;174;33
Thessaloniki;2025-03-04;174;24
Thessaloniki;2020-02-14;174;34
Hurghada;2022-01-13;61;12
Hurghada;2024-04-17;61;8
Hurghada;2021-06-27;61;14
Hurghada;2020-05-22;61;8
Hurghada;2024-11-26;61;11
Hurghada;2025-09-11;61;42
Hurghada;2021-04-02;61;34
Hurghada;2025-06-02;61;43
Hurghada;2022-06-14;61;26
Hurghada;2020-07-28;61;5
Hurghada;2025-05-10;61;10
Hurghada;2020-12-30;61;30
Hurghada;2023-03-18;61;21
Hurghada;2020-02-06;61;18
Hurghada;2020-06-07;61;28
Milan;2022-04-20;162;4
Milan;2021-03-06;162;35
Milan;2025-08-08;162;18
Milan;2023-10-15;162;28
Milan;2022-11-09;162;12
Aarhus;2023-04-24;55;11
Aarhus;2022-05-30;55;5
Aarhus;2022-03-05;55;9
Aarhus;2023-11-11;55;27
Aarhus;2023-05-08;55;10
Aarhus;2020-02-22;55;45
Aarhus;2024-01-09;55;43
Aarhus;2025-09-28;55;23
Tunis;2025-10-26;125;6
Tunis;2020-09-06;125;32
Tunis;2022-10-06;125;15
Tunis;2021-04-04;125;35
Tunis;2024-12-26;125;9
Tunis;2024-10-19;125;3
Tunis;2021-12-04;125;16
Tunis;2020-02-18;125;18
Tunis;2023-09-08;125;27
Casablanca;2025-09-19;125;13
Casablanca;2021-02-13;125;34
Casablanca;2024-11-03;125;37
Casablanca;2020-09-13;125;10
Casablanca;2020-12-19;125;18
Casablanca;2024-10-03;125;23
Casablanca;2025-12-22;125;21
Casablanca;2025-12-19;125;31
Casablanca;2020-11-18;125;7
Casablanca;2025-02-02;125;48
Casablanca;2022-06-04;125;7
Casablanca;2020-08-25;125;6
Casablanca;2024-06-12;125;31
London;2023-05-07;270;15
London;2025-03-03;270;22
Toronto;2020-04-05;376;16
Toronto;2023-09-01;376;35
Toronto;2022-05-27;376;8
Toronto;2025-01-20;376;10
Toronto;2021-08-01;376;41
Toronto;2023-11-04;376;19
Toronto;2023-06-14;376;12
Toronto;2020-10-26;376;32
Toronto;2023-08-29;376;17
Toronto;2024-07-13;376;3
Toronto;2022-10-15;376;15
Toronto;2024-01-20;376;28
Toronto;2024-06-28;376;14
Toronto;2022-12-03;376;24
Toronto;2023-06-30;376;12
Akureyri;2023-09-01;180;40
Akureyri;2023-07-24;180;32
Akureyri;2023-05-23;180;20
Manchester;2023-07-06;107;8
Manchester;2023-01-20;107;38
Manchester;2024-01-09;107;5
Manchester;2024-08-26;107;3
Manchester;2022-02-05;107;18
Manchester;2023-08-06;107;8
Manchester;2023-12-14;107;26
Manchester;2025-06-21;107;25
Salzburg;2023-05-16;269;15
Salzburg;2022-06-09;269;15
Salzburg;2022-06-30;269;15
Salzburg;2025-07-21;269;22
Salzburg;2022-01-30;269;16
Salzburg;2023-09-10;269;25
Salzburg;2020-02-16;269;26
Salzburg;2022-02-14;269;17
Salzburg;2024-12-02;269;9
Salzburg;2020-09-02;269;29
Miami;2025-02-23;74;28
Miami;2024-02-25;74;13
Miami;2020-03-04;74;7
Miami;2025-05-09;74;9
Miami;2022-05-06;74;21
Miami;2023-01-27;74;14
Miami;2023-09-06;74;9
Miami;2020-06-24;74;38
Miami;2021-12-21;74;24
Miami;2021-09-19;74;9
Osaka;2022-09-19;202;14
Osaka;2022-07-16;202;21
Osaka;2025-10-09;202;25
Osaka;2022-11-25;202;12
Burgas;2023-09-08;156;16
Burgas;2020-08-16;156;34
Burgas;2025-08-29;156;31
Burgas;2024-02-02;156;43
Burgas;2022-05-19;156;22
Burgas;2023-06-19;156;9
Burgas;2022-10-17;156;11
Burgas;2024-07-05;156;7
Burgas;2025-08-05;156;30
Ostrava;2020-10-16;390;16
Ostrava;2023-12-10;390;32
Ostrava;2020-07-01;390;5
Ostrava;2022-05-15;390;5
Ostrava;2020-12-24;390;23
Ostrava;2022-11-01;390;35
Ostrava;2025-10-21;390;13
Ostrava;2023-08-04;390;25
Ostrava;2020-01-23;390;11
Ostrava;2020-03-25;390;6
Ostrava;2025-06-20;390;6
Ostrava;2024-01-24;390;26
Prague;2022-06-08;97;9
Prague;2021-09-28;97;10
Prague;2022-06-02;97;32
Prague;2024-10-08;97;10
Prague;2023-09-17;97;12
Prague;2025-01-09;97;9
Prague;2021-01-23;97;31
Prague;2022-02-11;97;14
Prague;2023-10-31;97;13
Prague;2023-11-05;97;11
Prague;2023-07-13;97;42
Prague;2024-08-22;97;21
Prague;2020-06-13;97;16
Prague;2024-09-02;97;13
Hurghada;2021-09-07;96;44
Hurghada;2023-09-30;96;8
Hurghada;2025-08-31;96;15
Hurghada;2022-09-05;96;5
Hurghada;2025-01-07;96;13
Hurghada;2021-05-01;96;29
Hurghada;2025-08-25;96;3
Hurghada;2020-06-15;96;19
Hurghada;2020-11-30;96;41
Hurghada;2024-07-13;96;23
Barcelona;2021-08-20;229;7
Barcelona;2025-01-10;229;47
Barcelona;2025-04-28;229;15
Barcelona;2023-05-11;229;20
Barcelona;2024-10-16;229;13
Barcelona;2025-06-17;229;42
Barcelona;2021-09-05;229;10
Barcelona;2025-10-15;229;32
Barcelona;2021-08-22;229;8
Barcelona;2024-07-28;229;11
Barcelona;2025-07-31;229;9
Barcelona;2025-06-12;229;22
Sydney;2022-05-06;248;10
Sydney;2025-09-20;248;5
Sydney;2023-05-07;248;30
Reykjavik;2022-04-05;60;35
Reykjavik;2020-05-10;60;5
Reykjavik;2024-12-20;60;12
Reykjavik;2023-06-22;60;17
Reykjavik;2023-12-25;60;4
Reykjavik;2020-05-05;60;29
Reykjavik;2022-01-06;60;8
Reykjavik;2020-03-18;60;18
Reykjavik;2023-05-05;60;44
Reykjavik;2020-04-28;60;40
Reykjavik;2021-12-03;60;11
Rotterdam;2020-10-01;253;19
Rotterdam;2023-02-22;253;13
Rotterdam;2022-02-02;253;28
Rotterdam;2025-04-03;253;2
Rotterdam;2021-04-15;253;14
Milan;2025-07-12;366;31
Milan;2020-12-14;366;28
Milan;2022-04-02;366;41
Milan;2022-06-27;366;26
Milan;2020-08-21;366;8
Milan;2025-01-07;366;6
Gothenburg;2023-08-16;333;37
Gothenburg;2024-04-19;333;10
Gothenburg;2021-07-22;333;39
Gothenburg;2022-04-08;333;19
Gothenburg;2022-08-06;333;16
Gothenburg;2024-05-21;333;27
Gothenburg;2023-07-26;333;9
Gothenburg;2021-05-06;333;21
Gothenburg;2021-07-16;333;29
Gothenburg;2023-08-09;333;22
Gothenburg;2021-07-31;333;27
Vienna;2025-03-24;91;16
Vienna;2023-02-26;91;11
Vienna;2020-02-24;91;22
Lisbon;2024-09-28;362;14
Lisbon;2022-01-06;362;24
Lisbon;2024-12-29;362;16
Lisbon;2022-02-18;362;11
Lisbon;2023-11-22;362;19
Lisbon;2023-07-01;362;11
Lisbon;2025-11-26;362;47
Osaka;2022-04-25;190;14
Osaka;2020-07-16;190;26
Reykjavik;2020-04-10;250;6
Reykjavik;2020-12-27;250;13
Reykjavik;2026-01-01;250;2
Reykjavik;2022-08-30;250;44
Reykjavik;2020-02-28;250;33
Reykjavik;2025-03-14;250;4
Reykjavik;2025-06-22;250;17
Reykjavik;2023-10-11;250;3
Reykjavik;2022-02-21;250;30
Reykjavik;2023-11-28;250;7
Barcelona;2021-01-11;77;33
Barcelona;2023-06-12;77;40
Barcelona;2020-07-29;77;7
Barcelona;2022-08-29;77;23
Barcelona;2023-12-24;77;28
Barcelona;2024-04-20;77;12
Barcelona;2025-02-22;77;6
Barcelona;2021-07-30;77;11
Barcelona;2021-08-14;77;14
Barcelona;2021-02-09;77;15
Barcelona;2020-07-16;77;24
Barcelona;2021-10-20;77;26
Gothenburg;2023-03-09;389;13
Gothenburg;2021-03-21;389;24
Gothenburg;2020-05-18;389;4
Gothenburg;2022-03-25;389;21
Gothenburg;2020-03-02;389;36
Gothenburg;2025-07-17;389;34
Rotterdam;2022-11-21;239;19
Rotterdam;2023-10-25;239;12
Rotterdam;2021-06-03;239;30
Rotterdam;2021-09-03;239;15
Porto;2023-10-30;147;37
Porto;2024-06-17;147;20
Porto;2021-11-26;147;16
Zurich;2023-03-14;154;25
Zurich;2020-07-12;154;27
Zurich;2022-10-13;154;45
Zurich;2023-01-01;154;7
Zurich;2022-05-17;154;16
Zurich;2025-08-14;154;14
Zurich;2022-09-10;154;8
Zurich;2025-09-01;154;20
Zurich;2025-04-29;154;12
Zurich;2025-10-14;154;44
Amsterdam;2025-06-28;280;2
Amsterdam;2021-08-31;280;13
Amsterdam;2023-11-21;280;18
Amsterdam;2020-07-10;280;12
Amsterdam;2023-10-22;280;17
Amsterdam;2020-02-04;280;11
Amsterdam;2025-05-14;280;8
Amsterdam;2023-09-21;280;10
Amsterdam;2020-01-06;280;10
Amsterdam;2024-12-25;280;11
Nice;2024-04-06;194;37
Nice;2024-12-26;194;31
Rome;2022-09-19;377;17
Rome;2024-02-20;377;18
Rome;2021-04-10;377;41
Rome;2023-12-15;377;4
Rome;2020-05-07;377;21
Rome;2023-01-25;377;11
Rome;2024-10-07;377;18
Rome;2023-01-11;377;19
Rome;2023-08-12;377;10
Rome;2025-03-29;377;34
Rome;2024-09-19;377;13
Rome;2021-11-07;377;28
Rome;2022-06-23;377;26
Prague;2022-03-17;352;5
Prague;2024-06-08;352;19
Prague;2024-11-17;352;18
Prague;2024-04-13;352;7
Prague;2024-09-01;352;2
Prague;2025-03-05;352;26
Prague;2024-08-22;352;5
Prague;2025-08-31;352;15
Prague;2023-02-25;352;10
Rotterdam;2024-01-28;248;20
Rotterdam;2024-01-02;248;9
Rotterdam;2022-02-10;248;5
Rotterdam;2024-10-11;248;10
Manchester;2022-10-06;61;11
Manchester;2021-03-05;61;18
Manchester;2020-05-24;61;24
Manchester;2021-11-18;61;23
Manchester;2022-11-10;61;25
Manchester;2025-07-11;61;11
Manchester;2024-05-01;61;26
Manchester;2020-02-02;61;9
Hammamet;2023-11-11;122;13
Hammamet;2024-05-19;122;35
Hammamet;2025-02-04;122;17
Hammamet;2025-01-13;122;14
Hammamet;2022-03-01;122;24
Hammamet;2021-10-05;122;11
Hammamet;2020-04-09;122;37
Hammamet;2022-07-25;122;8
Hammamet;2023-04-17;122;25
Hammamet;2023-09-28;122;14
Hammamet;2020-03-18;122;20
Zurich;2023-10-16;104;18
Zurich;2024-02-27;104;15
Zurich;2022-07-23;104;10
Zurich;2022-04-14;104;24
Zurich;2023-03-30;104;8
Zurich;2025-11-16;104;31
Zurich;2020-11-22;104;10
Zurich;2022-08-21;104;16
Zurich;2020-12-12;104;5
Los Angeles;2022-01-08;128;6
Los Angeles;2020-06-25;128;7
Los Angeles;2022-03-02;128;24
Los Angeles;2024-02-11;128;13
Los Angeles;2025-12-05;128;14
Paris;2024-05-24;182;2
Paris;2022-05-11;182;17
Paris;2022-10-02;182;14
Paris;2025-08-31;182;30
Paris;2024-07-30;182;16
Paris;2023-05-18;182;5
Paris;2025-02-20;182;30
Paris;2022-06-02;182;31
Paris;2021-07-10;182;18
Paris;2024-11-25;182;25
Paris;2024-02-14;182;9
Paris;2022-01-23;182;42
Paris;2021-10-25;182;7
Paris;2020-10-07;182;39
Paris;2021-06-17;387;14
Sydney;2025-12-05;279;11
Sydney;2023-08-17;279;28
Sydney;2023-12-25;279;18
Sydney;2021-03-04;279;8
Sydney;2021-04-21;279;24
Sydney;2021-06-20;279;15
Sydney;2025-12-17;279;7
Sydney;2022-06-16;279;14
Sydney;2023-10-30;279;34
Cairo;2020-02-26;340;29
