Miejscowosc;Termin;Cena;LiczbaOsob
Gothenburg;2021-02-03;205;22
Gothenburg;2021-11-11;205;17
Shanghai;2024-09-12;135;33
Shanghai;2025-12-16;135;31
Shanghai;2025-01-03;135;28
Shanghai;2025-08-01;135;12
Shanghai;2022-01-01;135;8
Shanghai;2021-06-13;135;17
Shanghai;2022-06-21;135;20
Shanghai;2022-05-01;135;3
Shanghai;2020-01-14;135;39
Vienna;2022-05-21;80;17
Vienna;2022-01-20;80;14
Vienna;2025-07-24;80;2
Osaka;2020-12-16;262;37
Osaka;2020-01-22;262;7
Osaka;2025-02-14;262;43
Osaka;2020-06-06;262;22
Osaka;2024-10-28;262;24
Osaka;2024-05-06;262;12
Osaka;2023-01-06;262;22
Bergen;2023-09-18;248;25
Bergen;2025-03-12;248;29
Bergen;2020-07-28;248;26
Bergen;2022-09-12;248;29
Bergen;2025-07-27;248;19
Bergen;2022-01-30;248;19
Bergen;2022-08-26;248;27
Montreal;2025-01-17;299;33
Montreal;2025-06-17;299;9
Montreal;2024-10-01;299;12
Montreal;2023-06-11;299;30
Montreal;2022-02-13;299;21
Montreal;2023-01-11;299;33
Montreal;2023-07-14;299;30
Montreal;2022-07-10;299;11
Montreal;2021-05-21;299;41
Montreal;2021-04-12;299;8
Montreal;2020-09-10;299;26
Montreal;2025-12-17;299;10
Montreal;2025-04-23;299;19
Montreal;2024-09-18;299;9
Edinburgh;2023-08-30;277;27
Thessaloniki;2021-03-27;295;12
Thessaloniki;2023-11-17;295;8
Thessaloniki;2020-12-03;295;13
Thessaloniki;2022-11-15;295;27
Thessaloniki;2020-03-15;295;22
Thessaloniki;2022-08-26;295;8
Thessaloniki;2024-01-02;295;21
Thessaloniki;2022-12-08;295;15
Thessaloniki;2021-09-03;295;3
Thessaloniki;2022-04-05;295;20
Thessaloniki;2024-03-19;295;23
Thessaloniki;2021-07-06;295;19
Thessaloniki;2020-03-29;295;27
Thessaloniki;2024-11-09;295;8
Shanghai;2023-04-19;43;23
Athens;2022-04-18;328;10
Athens;2023-07-19;328;6
Athens;2021-04-22;328;37
Athens;2023-09-26;328;31
Athens;2021-09-28;328;31
Athens;2025-01-26;328;46
Athens;2025-01-28;328;18
Athens;2021-03-21;328;18
Athens;2022-02-17;328;27
Athens;2025-10-25;328;12
Athens;2021-02-20;328;6
Athens;2023-06-17;328;8
Split;2025-02-11;182;4
Split;2023-01-27;182;25
Split;2023-08-26;182;8
Nice;2025-11-20;255;14
Nice;2024-09-29;255;19
Nice;2025-01-31;255;36
Nice;2024-07-30;255;34
Nice;2023-12-30;255;10
Nice;2022-01-23;255;19
Nice;2023-02-20;255;20
Nice;2025-07-27;255;20
Nice;2021-09-15;255;9
Nice;2025-11-08;255;17
Nice;2024-09-12;255;27
Nice;2024-12-08;255;19
Nice;2020-01-15;255;25
Nice;2022-01-07;255;25
Zurich;2023-01-01;382;25
Zurich;2023-04-04;382;28
Zurich;2022-12-22;382;18
Zurich;2022-03-28;382;17
Zurich;2022-09-14;382;16
Zurich;2020-05-28;382;8
Zurich;2021-05-05;382;14
Zurich;2024-02-04;382;30
Zurich;2024-03-06;382;49
Oslo;2022-05-06;325;46
Oslo;2023-10-27;325;30
Oslo;2024-11-25;325;10
Oslo;2021-07-08;325;18
Oslo;2020-10-22;325;14
Oslo;2022-11-28;325;5
Oslo;2025-02-05;325;9
Oslo;2021-09-09;325;24
Oslo;2024-09-12;325;16
Copenhagen;2020-03-21;259;10
Copenhagen;2020-03-26;259;26
Copenhagen;2023-08-30;259;43
Copenhagen;2024-06-23;259;17
Copenhagen;2023-03-26;259;12
Copenhagen;2025-02-22;259;45
Copenhagen;2023-03-31;259;7
Copenhagen;2025-11-15;259;7
Copenhagen;2025-06-17;259;3
Copenhagen;2025-12-20;259;7
Copenhagen;2025-05-27;332;2
Copenhagen;2020-04-22;332;33
Copenhagen;2023-06-28;332;45
Copenhagen;2023-07-29;332;13
Copenhagen;2023-07-26;332;6
Copenhagen;2020-11-17;332;17
Copenhagen;2024-07-07;332;26
Copenhagen;2024-01-03;332;9
Copenhagen;2023-04-13;332;16
Copenhagen;2021-07-31;332;35
Copenhagen;2024-02-20;332;18
Copenhagen;2024-12-04;332;15
Toronto;2025-06-28;148;5
Toronto;2024-02-28;148;26
Toronto;2022-07-24;148;24
Paris;2021-03-14;215;42
Paris;2023-10-19;215;37
Paris;2024-08-13;215;21
Akureyri;2023-03-01;120;36
Akureyri;2020-12-28;120;5
Akureyri;2021-04-24;120;11
Akureyri;2023-04-24;120;20
Akureyri;2025-01-01;120;12
Akureyri;2021-08-10;120;31
Akureyri;2022-01-28;120;37
Akureyri;2023-02-14;120;5
Akureyri;2023-01-22;120;32
Toronto;2021-01-20;387;12
Toronto;2022-09-19;387;6
Toronto;2024-11-08;387;33
Toronto;2023-12-20;387;14
Toronto;2022-04-23;387;24
Toronto;2023-11-13;387;32
Toronto;2025-06-16;387;5
Toronto;2025-11-11;387;35
Toronto;2021-11-01;387;16
Toronto;2021-03-16;387;36
Toronto;2021-06-21;387;5
Toronto;2021-08-06;387;38
Toronto;2025-08-13;387;10
Toronto;2021-08-21;387;8
Toronto;2022-11-16;387;22
Athens;2021-06-27;297;5
Porto;2022-05-05;193;29
Porto;2021-01-25;193;23
Porto;2024-07-01;193;26
Osaka;2022-11-13;74;10
Osaka;2021-07-12;74;7
Osaka;2024-07-05;74;26
Osaka;2024-10-15;74;17
Osaka;2025-01-09;74;11
Osaka;2025-09-25;74;26
Osaka;2021-11-26;74;10
Osaka;2021-06-17;74;10
Istanbul;2021-09-24;48;20
Istanbul;2023-01-31;48;9
Istanbul;2022-05-28;48;46
Istanbul;2020-12-28;48;15
Istanbul;2022-07-30;48;13
Istanbul;2020-07-26;48;16
Rome;2021-12-20;126;33
Hurghada;2020-01-20;86;40
Hurghada;2021-07-03;86;29
Hurghada;2020-09-11;86;8
Casablanca;2022-11-23;282;16
Casablanca;2021-02-07;282;37
Casablanca;2022-03-14;282;38
Casablanca;2020-08-05;282;13
Casablanca;2025-11-14;282;44
Casablanca;2025-12-18;282;22
Casablanca;2022-08-26;282;29
Casablanca;2024-07-03;282;18
Casablanca;2025-02-11;282;8
Casablanca;2025-09-25;282;29
Osaka;2023-09-10;91;12
Osaka;2021-09-30;91;24
Osaka;2023-02-13;91;36
Osaka;2024-04-16;91;29
Osaka;2022-05-31;91;8
Osaka;2021-09-22;91;49
Osaka;2021-11-27;91;3
Osaka;2022-08-10;91;20
Osaka;2023-01-15;91;14
Osaka;2024-11-14;91;21
Osaka;2021-10-16;91;6
Osaka;2022-02-16;91;26
Dublin;2025-11-19;291;25
Rome;2023-05-26;397;30
Gdansk;2025-09-24;64;10
Gdansk;2024-11-28;64;22
Gdansk;2022-09-11;64;10
Gdansk;2025-10-12;64;20
Gdansk;2024-07-21;64;11
Gdansk;2025-11-30;64;3
Gdansk;2025-01-04;64;28
Gdansk;2024-09-18;64;38
Gdansk;2025-01-07;64;6
Gdansk;2025-03-06;64;8
Gdansk;2022-05-31;64;17
Akureyri;2025-03-15;44;9
Gothenburg;2025-12-17;181;24
Gothenburg;2025-08-10;181;11
Gothenburg;2024-10-08;181;18
Gothenburg;2023-10-01;181;14
Gothenburg;2021-04-03;181;7
Istanbul;2022-08-29;312;20
Istanbul;2024-08-08;312;20
Istanbul;2022-04-16;312;16
Istanbul;2021-01-24;312;39
Istanbul;2022-09-12;312;21
Istanbul;2024-12-10;312;22
Istanbul;2025-06-22;312;24
Istanbul;2020-03-27;312;32
Istanbul;2025-02-23;312;23
Istanbul;2021-10-26;312;29
Dubrovnik;2021-04-30;183;32
Dubrovnik;2022-07-06;183;19
Dubrovnik;2021-02-27;183;7
Dubrovnik;2024-08-29;183;7
Dubrovnik;2023-10-17;183;29
Dubrovnik;2025-10-20;183;15
Milan;2025-02-13;336;13
Milan;2025-01-12;336;11
Manchester;2024-01-12;273;39
Manchester;2023-11-04;273;14
Manchester;2021-12-06;273;17
Manchester;2024-08-12;273;31
Manchester;2024-10-11;273;18
Manchester;2022-10-01;273;33
Manchester;2024-09-05;273;42
Manchester;2023-02-18;273;18
Manchester;2024-07-30;273;17
Manchester;2024-12-17;273;31
Manchester;2024-05-21;273;35
Manchester;2021-05-01;273;15
Manchester;2023-08-02;273;25
Manchester;2020-01-26;273;4
Marrakesh;2025-02-15;166;13
Marrakesh;2025-10-06;166;17
Marrakesh;2023-08-24;166;33
Marrakesh;2023-10-12;166;39
Marrakesh;2025-01-18;166;20
Marrakesh;2023-07-16;166;14
Hurghada;2025-10-21;322;32
Hurghada;2020-06-25;322;16
Hurghada;2021-04-28;322;16
Hurghada;2025-07-22;322;11
Hurghada;2025-05-20;322;7
Hurghada;2023-03-12;322;22
Hurghada;2021-07-05;322;38
Krakow;2020-08-02;87;11
Paris;2025-03-26;279;24
Paris;2024-04-11;279;12
Paris;2020-04-24;279;11
Paris;2025-01-15;279;15
Paris;2022-07-29;279;15
Paris;2021-09-09;279;26
Paris;2024-08-21;279;5
Paris;2020-08-17;279;25
Paris;2021-11-19;279;5
Paris;2020-02-04;279;8
Paris;2020-04-27;279;23
Paris;2021-03-02;279;26
Ostrava;2024-10-15;138;19
Ostrava;2025-03-20;138;17
Ostrava;2025-06-06;138;5
Ostrava;2022-03-01;138;37
Ostrava;2020-12-30;138;8
Ostrava;2022-06-14;138;29
Ostrava;2022-01-02;138;32
Ostrava;2023-04-19;138;41
Ostrava;2023-08-10;138;32
Ostrava;2022-02-26;138;2
Ostrava;2025-06-04;138;9
Ostrava;2023-12-28;138;11
Manchester;2023-07-04;351;10
Manchester;2022-05-15;351;7
Manchester;2024-12-29;351;31
Manchester;2020-09-28;351;15
Manchester;2022-05-16;351;23
Manchester;2021-06-08;351;34
Manchester;2020-09-17;351;39
Manchester;2025-09-05;351;11
Manchester;2023-07-18;351;29
Manchester;2020-04-26;351;11
Manchester;2024-01-21;351;24
Manchester;2024-09-22;351;31
Rotterdam;2021-03-11;362;20
Rotterdam;2022-01-30;362;6
Rotterdam;2025-06-18;362;18
Rotterdam;2025-12-29;362;31
Rotterdam;2025-10-27;362;23
Rotterdam;2024-07-16;362;15
Rotterdam;2022-05-31;362;11
Cairo;2020-05-04;72;27
Cairo;2024-07-19;72;10
Cairo;2025-11-06;72;29
Cairo;2020-02-03;72;27
Cairo;2024-11-14;72;33
Cairo;2022-10-16;72;19
Cairo;2023-03-08;72;34
Thessaloniki;2021-02-11;174;11
Thessaloniki;2024-01-01;174;4
Thessaloniki;2024-06-15;174;25
Thessaloniki;2021-10-28;174;41
Thessaloniki;2024-05-10;174;12
Thessaloniki;2024-03-09;174;33
Thessaloniki;2025-12-14;174;10
Thessaloniki;2021-10-01;174;26
Thessaloniki;2022-07-02;174;5
Thessaloniki;2025-09-24;174;23
Thessaloniki;2025-03-04;174;21
Thessaloniki;2020-02-14;174;34
Hurghada;2022-01-13;61;10
Hurghada;2024-04-17;61;9
Hurghada;2021-06-27;61;30
Hurghada;2020-05-22;61;4
Hurghada;2024-11-26;61;20
Hurghada;2025-09-11;61;33
Hurghada;2021-04-02;61;25
Hurghada;2025-06-02;61;36
Hurghada;2022-06-14;61;26
Hurghada;2020-07-28;61;5
Hurghada;2025-05-10;61;18
Hurghada;2020-12-30;61;25
Hurghada;2023-03-18;61;13
Hurghada;2020-02-06;61;30
Hurghada;2020-06-07;61;26
Milan;2022-04-20;162;3
Milan;2021-03-06;162;36
Milan;2025-08-08;162;31
Milan;2023-10-15;162;27
Milan;2022-11-09;162;16
Aarhus;2023-04-24;55;14
Aarhus;2022-05-30;55;14
Aarhus;2022-03-05;55;14
Aarhus;2023-11-11;55;43
Aarhus;2023-05-08;55;16
Aarhus;2020-02-22;55;40
Aarhus;2024-01-09;55;24
Aarhus;2025-09-28;55;22
Tunis;2025-10-26;125;10
Tunis;2020-09-06;125;39
Tunis;2022-10-06;125;17
Tunis;2021-04-04;125;23
Tunis;2024-12-26;125;4
Tunis;2024-10-19;125;3
Tunis;2021-12-04;125;14
Tunis;2020-02-18;125;24
Tunis;2023-09-08;125;25
Casablanca;2025-09-19;125;33
Casablanca;2021-02-13;125;28
Casablanca;2024-11-03;125;38
Casablanca;2020-09-13;125;14
Casablanca;2020-12-19;125;44
Casablanca;2024-10-03;125;24
Casablanca;2025-12-22;125;21
Casablanca;2025-12-19;125;36
Casablanca;2020-11-18;125;11
Casablanca;2025-02-02;125;35
Casablanca;2022-06-04;125;8
Casablanca;2020-08-25;125;9
Casablanca;2024-06-12;125;26
London;2023-05-07;270;20
London;2025-03-03;270;36
Toronto;2020-04-05;376;22
Toronto;2023-09-01;376;38
Toronto;2022-05-27;376;15
Toronto;2025-01-20;376;11
Toronto;2021-08-01;376;41
Toronto;2023-11-04;376;18
Toronto;2023-06-14;376;11
Toronto;2020-10-26;376;34
Toronto;2023-08-29;376;15
Toronto;2024-07-13;376;4
Toronto;2022-10-15;376;10
Toronto;2024-01-20;376;40
Toronto;2024-06-28;376;13
Toronto;2022-12-03;376;31
Toronto;2023-06-30;376;17
Akureyri;2023-09-01;180;25
Akureyri;2023-07-24;180;33
Akureyri;2023-05-23;180;22
Manchester;2023-07-06;107;18
Manchester;2023-01-20;107;30
Manchester;2024-01-09;107;6
Manchester;2024-08-26;107;2
Manchester;2022-02-05;107;40
Manchester;2023-08-06;107;7
Manchester;2023-12-14;107;37
Manchester;2025-06-21;107;15
Salzburg;2023-05-16;269;11
Salzburg;2022-06-09;269;29
Salzburg;2022-06-30;269;23
Salzburg;2025-07-21;269;37
Salzburg;2022-01-30;269;22
Salzburg;2023-09-10;269;34
Salzburg;2020-02-16;269;28
Salzburg;2022-02-14;269;22
Salzburg;2024-12-02;269;4
Salzburg;2020-09-02;269;21
Miami;2025-02-23;74;37
Miami;2024-02-25;74;11
Miami;2020-03-04;74;16
Miami;2025-05-09;74;13
Miami;2022-05-06;74;18
Miami;2023-01-27;74;25
Miami;2023-09-06;74;20
Miami;2020-06-24;74;30
Miami;2021-12-21;74;23
Miami;2021-09-19;74;6
Osaka;2022-09-19;202;27
Osaka;2022-07-16;202;19
Osaka;2025-10-09;202;23
Osaka;2022-11-25;202;13
Burgas;2023-09-08;156;25
Burgas;2020-08-16;156;26
Burgas;2025-08-29;156;29
Burgas;2024-02-02;156;34
Burgas;2022-05-19;156;36
Burgas;2023-06-19;156;18
Burgas;2022-10-17;156;10
Burgas;2024-07-05;156;9
Burgas;2025-08-05;156;20
Ostrava;2020-10-16;390;22
Ostrava;2023-12-10;390;26
Ostrava;2020-07-01;390;2
Ostrava;2022-05-15;390;13
Ostrava;2020-12-24;390;19
Ostrava;2022-11-01;390;45
Ostrava;2025-10-21;390;24
Ostrava;2023-08-04;390;29
Ostrava;2020-01-23;390;19
Ostrava;2020-03-25;390;5
Ostrava;2025-06-20;390;5
Ostrava;2024-01-24;390;35
Prague;2022-06-08;97;9
Prague;2021-09-28;97;22
Prague;2022-06-02;97;47
Prague;2024-10-08;97;12
Prague;2023-09-17;97;12
Prague;2025-01-09;97;20
Prague;2021-01-23;97;44
Prague;2022-02-11;97;23
Prague;2023-10-31;97;31
Prague;2023-11-05;97;8
Prague;2023-07-13;97;30
Prague;2024-08-22;97;15
Prague;2020-06-13;97;18
Prague;2024-09-02;97;20
Hurghada;2021-09-07;96;32
Hurghada;2023-09-30;96;7
Hurghada;2025-08-31;96;27
Hurghada;2022-09-05;96;8
Hurghada;2025-01-07;96;9
Hurghada;2021-05-01;96;27
Hurghada;2025-08-25;96;6
Hurghada;2020-06-15;96;18
Hurghada;2020-11-30;96;36
Hurghada;2024-07-13;96;33
Barcelona;2021-08-20;229;8
Barcelona;2025-01-10;229;37
Barcelona;2025-04-28;229;13
Barcelona;2023-05-11;229;22
Barcelona;2024-10-16;229;17
Barcelona;2025-06-17;229;31
Barcelona;2021-09-05;229;7
Barcelona;2025-10-15;229;42
Barcelona;2021-08-22;229;11
Barcelona;2024-07-28;229;8
Barcelona;2025-07-31;229;12
Barcelona;2025-06-12;229;25
Sydney;2022-05-06;248;15
Sydney;2025-09-20;248;7
Sydney;2023-05-07;248;27
Reykjavik;2022-04-05;60;34
Reykjavik;2020-05-10;60;2
Reykjavik;2024-12-20;60;18
Reykjavik;2023-06-22;60;19
Reykjavik;2023-12-25;60;8
Reykjavik;2020-05-05;60;30
Reykjavik;2022-01-06;60;12
Reykjavik;2020-03-18;60;35
Reykjavik;2023-05-05;60;28
Reykjavik;2020-04-28;60;44
Reykjavik;2021-12-03;60;9
Rotterdam;2020-10-01;253;31
Rotterdam;2023-02-22;253;24
Rotterdam;2022-02-02;253;25
Rotterdam;2025-04-03;253;3
Rotterdam;2021-04-15;253;13
Milan;2025-07-12;366;38
Milan;2020-12-14;366;29
Milan;2022-04-02;366;39
Milan;2022-06-27;366;24
Milan;2020-08-21;366;8
Milan;2025-01-07;366;12
Gothenburg;2023-08-16;333;29
Gothenburg;2024-04-19;333;12
Gothenburg;2021-07-22;333;41
Gothenburg;2022-04-08;333;24
Gothenburg;2022-08-06;333;17
Gothenburg;2024-05-21;333;42
Gothenburg;2023-07-26;333;8
Gothenburg;2021-05-06;333;15
Gothenburg;2021-07-16;333;32
Gothenburg;2023-08-09;333;26
Gothenburg;2021-07-31;333;18
Vienna;2025-03-24;91;14
Vienna;2023-02-26;91;27
Vienna;2020-02-24;91;27
Lisbon;2024-09-28;362;16
Lisbon;2022-01-06;362;26
Lisbon;2024-12-29;362;25
Lisbon;2022-02-18;362;20
Lisbon;2023-11-22;362;24
Lisbon;2023-07-01;362;22
Lisbon;2025-11-26;362;38
Osaka;2022-04-25;190;23
Osaka;2020-07-16;190;39
Reykjavik;2020-04-10;250;8
Reykjavik;2020-12-27;250;19
Reykjavik;2026-01-01;250;5
Reykjavik;2022-08-30;250;46
Reykjavik;2020-02-28;250;22
Reykjavik;2025-03-14;250;8
Reykjavik;2025-06-22;250;23
Reykjavik;2023-10-11;250;6
Reykjavik;2022-02-21;250;21
Reykjavik;2023-11-28;250;5
Barcelona;2021-01-11;77;29
Barcelona;2023-06-12;77;26
Barcelona;2020-07-29;77;8
Barcelona;2022-08-29;77;45
Barcelona;2023-12-24;77;27
Barcelona;2024-04-20;77;24
Barcelona;2025-02-22;77;5
Barcelona;2021-07-30;77;10
Barcelona;2021-08-14;77;32
Barcelona;2021-02-09;77;12
Barcelona;2020-07-16;77;25
Barcelona;2021-10-20;77;26
Gothenburg;2023-03-09;389;21
Gothenburg;2021-03-21;389;27
Gothenburg;2020-05-18;389;6
Gothenburg;2022-03-25;389;35
Gothenburg;2020-03-02;389;27
Gothenburg;2025-07-17;389;35
Rotterdam;2022-11-21;239;22
Rotterdam;2023-10-25;239;13
Rotterdam;2021-06-03;239;34
Rotterdam;2021-09-03;239;12
Porto;2023-10-30;147;27
Porto;2024-06-17;147;27
Porto;2021-11-26;147;26
Zurich;2023-03-14;154;23
Zurich;2020-07-12;154;37
Zurich;2022-10-13;154;36
Zurich;2023-01-01;154;5
Zurich;2022-05-17;154;29
Zurich;2025-08-14;154;18
Zurich;2022-09-10;154;8
Zurich;2025-09-01;154;31
Zurich;2025-04-29;154;15
Zurich;2025-10-14;154;41
Amsterdam;2025-06-28;280;4
Amsterdam;2021-08-31;280;21
Amsterdam;2023-11-21;280;22
Amsterdam;2020-07-10;280;28
Amsterdam;2023-10-22;280;17
Amsterdam;2020-02-04;280;13
Amsterdam;2025-05-14;280;13
Amsterdam;2023-09-21;280;13
Amsterdam;2020-01-06;280;9
Amsterdam;2024-12-25;280;23
Nice;2024-04-06;194;42
Nice;2024-12-26;194;46
Rome;2022-09-19;377;15
Rome;2024-02-20;377;22
Rome;2021-04-10;377;49
Rome;2023-12-15;377;6
Rome;2020-05-07;377;14
Rome;2023-01-25;377;10
Rome;2024-10-07;377;24
Rome;2023-01-11;377;19
Rome;2023-08-12;377;24
Rome;2025-03-29;377;18
Rome;2024-09-19;377;24
Rome;2021-11-07;377;40
Rome;2022-06-23;377;33
Prague;2022-03-17;352;9
Prague;2024-06-08;352;31
Prague;2024-11-17;352;20
Prague;2024-04-13;352;9
Prague;2024-09-01;352;4
Prague;2025-03-05;352;14
Prague;2024-08-22;352;3
Prague;2025-08-31;352;18
Prague;2023-02-25;352;17
Rotterdam;2024-01-28;248;24
Rotterdam;2024-01-02;248;7
Rotterdam;2022-02-10;248;7
Rotterdam;2024-10-11;248;12
Manchester;2022-10-06;61;20
Manchester;2021-03-05;61;31
Manchester;2020-05-24;61;23
Manchester;2021-11-18;61;21
Manchester;2022-11-10;61;25
Manchester;2025-07-11;61;10
Manchester;2024-05-01;61;20
Manchester;2020-02-02;61;6
Hammamet;2023-11-11;122;17
Hammamet;2024-05-19;122;25
Hammamet;2025-02-04;122;15
Hammamet;2025-01-13;122;13
Hammamet;2022-03-01;122;21
Hammamet;2021-10-05;122;17
Hammamet;2020-04-09;122;29
Hammamet;2022-07-25;122;19
Hammamet;2023-04-17;122;39
Hammamet;2023-09-28;122;24
Hammamet;2020-03-18;122;16
Zurich;2023-10-16;104;21
Zurich;2024-02-27;104;12
Zurich;2022-07-23;104;13
Zurich;2022-04-14;104;30
Zurich;2023-03-30;104;13
Zurich;2025-11-16;104;32
Zurich;2020-11-22;104;5
Zurich;2022-08-21;104;19
Zurich;2020-12-12;104;9
Los Angeles;2022-01-08;128;15
Los Angeles;2020-06-25;128;9
Los Angeles;2022-03-02;128;28
Los Angeles;2024-02-11;128;13
Los Angeles;2025-12-05;128;20
Paris;2024-05-24;182;7
Paris;2022-05-11;182;36
Paris;2022-10-02;182;24
Paris;2025-08-31;182;29
Paris;2024-07-30;182;24
Paris;2023-05-18;182;10
Paris;2025-02-20;182;26
Paris;2022-06-02;182;42
Paris;2021-07-10;182;33
Paris;2024-11-25;182;26
Paris;2024-02-14;182;9
Paris;2022-01-23;182;33
Paris;2021-10-25;182;10
Paris;2020-10-07;182;30
Paris;2021-06-17;387;9
Sydney;2025-12-05;279;21
Sydney;2023-08-17;279;37
Sydney;2023-12-25;279;34
Sydney;2021-03-04;279;18
Sydney;2021-04-21;279;32
Sydney;2021-06-20;279;19
Sydney;2025-12-17;279;14
Sydney;2022-06-16;279;24
Sydney;2023-10-30;279;28
Cairo;2020-02-26;340;38
